"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"SLC2A1",0.403788527712983,7.00037184357214,3.68233322260276,0.000329407641680128,0.0045260108330847,-0.129730520986953
"CYP4F12",-0.421378613053986,5.60034296932414,-3.68114488002575,0.000330809544179913,0.00453951195796694,-0.13364857307343
"CD247",-0.424103687375862,6.2048560606473,-3.67589096011334,0.00033707555923874,0.00461964187326309,-0.150958717663631
"CCDC69",-0.341377052536307,6.43164415464829,-3.67119317942205,0.000342773194751855,0.00469178935471345,-0.166419390152138
"NOX5",0.479311232427017,7.17463071796732,3.6703567445939,0.000343797155282825,0.0046983911481109,-0.169170446850345
"CMTM6",0.247800407996442,7.25824464794199,3.670090732624,0.000344123411882511,0.0046983911481109,-0.170045259687828
"CD99",0.276691279852727,8.96023292713914,3.66686197944652,0.000348106802840547,0.00474679137828036,-0.180659263722025
"ADAMTS3",0.338780909395111,5.46015971706107,3.66364979435414,0.000352112982338491,0.00479209972505515,-0.19121120011129
"CCNA2",0.284280454386341,5.79554116168907,3.66347022470773,0.00035233821979738,0.00479209972505515,-0.191800857389373
"ALDH5A1",-0.453723613326483,5.25522754789906,-3.6631363890673,0.000352757317896828,0.00479209972505515,-0.192897018701896
"ARHGDIA",0.279175684545914,8.18310638929918,3.65872133119253,0.00035834450701129,0.00486189972106671,-0.20738630896294
"GAS1",0.376391345213252,9.01747176577097,3.64642635165733,0.000374347676303841,0.00507218512566445,-0.247660217692938
"HMBOX1",0.661577460742765,6.96772986632827,3.64610079175784,0.000374780465552005,0.00507218512566445,-0.248725120477203
"PPP4R1",0.208937443934913,6.77070051218517,3.64536692795403,0.000375757775842998,0.00507390730624739,-0.251125294116256
"BMP4",0.460076409766556,6.18807834077299,3.64530152964308,0.000375844985647955,0.00507390730624739,-0.25133916644221
"APOD",-0.79404367084657,7.00713033099958,-3.64431545865577,0.00037716224885095,0.00508534952466904,-0.254563535535014
"FAM46A",0.321215684803145,9.26339158959462,3.64367763404396,0.00037801662176947,0.00509052980584335,-0.256648786343924
"GRPR",-0.36802861399012,5.45270740212743,-3.64209072327192,0.00038015024630077,0.00510846430651979,-0.261835598455816
"ZMAT3",0.362035232503293,7.37441522159855,3.64169084129041,0.000380689685216288,0.00510846430651979,-0.263142318190186
"YBX2",-0.335809953866214,5.6780493495705,-3.64163587174242,0.000380763895387593,0.00510846430651979,-0.263321936447223
"DNAJC12",0.387282296702947,6.02624069138627,3.64086025941212,0.000381812447957293,0.00511619229459606,-0.265856086258561
"AGTR1",-0.34250165386886,6.64875841500659,-3.63991974470754,0.000383087591835471,0.00512693369196866,-0.268928424264384
"F7",-0.225009820312353,7.44395419473652,-3.63919357530171,0.000384074878641311,0.00513239224697036,-0.271300123276092
"KCTD17",0.312194874157519,5.36424333847629,3.63892287593838,0.000384443531199129,0.00513239224697036,-0.272184138886299
"ACADSB",-0.273027817461074,5.4716569322835,-3.63801333715281,0.000385684638422151,0.00514262017265595,-0.275153998943424
"CCDC6",0.213077832968489,7.40039181064255,3.63625114316273,0.000388100009680902,0.00516846101453275,-0.280906242601109
"SLC25A28",-0.210554231116741,7.39540237665747,-3.63447539917866,0.00039054840088453,0.00518884796948737,-0.286700397044993
"KIF14",0.277093166221578,5.15566180985186,3.63444577597833,0.00039058936872007,0.00518884796948737,-0.286797036158494
"JUP",-0.353847919474415,6.81027930623988,-3.63349738732531,0.000391903103653977,0.0051999202245853,-0.289890600952039
"CCL8",-0.73214218751179,6.07198100609898,-3.63272462304448,0.000392976643107983,0.00520778227041631,-0.292410802345842
"COBL",0.422562084572172,5.71334514655411,3.63225434443079,0.000393631322208277,0.00521008108257826,-0.293944297038856
"RPS6KA6",0.234569572434934,5.63582523654022,3.63015400094784,0.000396567822293532,0.00524253945295735,-0.300791147509881
"RETSAT",-0.286337067973505,7.11178975143043,-3.62657263316999,0.000401622713626384,0.00529740483289494,-0.312458425938583
"TSKU",-0.286770714405504,6.77024266141991,-3.626520583105,0.000401696625824951,0.00529740483289494,-0.312627923239468
"TIMP2",0.252569058236956,9.70288433596358,3.62360505269445,0.000405857310507094,0.00534576289642373,-0.322118938637658
"TPX2",0.352834830610448,5.57992792408994,3.62169695216716,0.000408602308265177,0.00537537933364165,-0.32832703157091
"DCXR",-0.371086084031153,6.79515128829106,-3.61973192030009,0.000411447521600296,0.00540247473350329,-0.334717536519998
"ADAMTS6",0.43654568543131,5.94668628856048,3.61939544215449,0.000411936587389733,0.00540247473350329,-0.33581151467986
"ITGB5",0.277505245789822,9.15865940238254,3.61924263313455,0.000412158874099355,0.00540247473350329,-0.336308308955283
"RCN2",0.259534407744954,7.23758321607009,3.61797775335111,0.000414003209634405,0.00542008796942165,-0.340419869770481
"TNFRSF17",-0.569348855902438,3.89579592360752,-3.61621951516028,0.000416579861414553,0.00544723449219247,-0.346133150661119
"BYSL",0.288601697871123,6.05771801311953,3.61310966801462,0.000421174363919333,0.00550066928607312,-0.356232789100497
"SLC24A3",-0.405065812695425,5.86847643551469,-3.61087662347192,0.0004245029304331,0.00553746172023997,-0.363480474262332
"AHI1",0.242211972428679,7.10282628001234,3.6070817734771,0.000430216528754657,0.00560523989991176,-0.375788755315198
"APIP",-0.260699184896671,6.89579207549802,-3.60384012642824,0.000435154609645649,0.00565162640498859,-0.386294307712192
"ABHD5",-0.256995127190282,6.12187970940972,-3.60380877144678,0.000435202633579548,0.00565162640498859,-0.386395885074677
"ZFP2",-0.333792926210364,5.32955065500316,-3.60350104811817,0.000435674214400131,0.00565162640498859,-0.387392744534331
"MRPS16",-0.257196423413152,7.64296157519209,-3.60337678188844,0.000435864786936868,0.00565162640498859,-0.387795280917404
"TLR1",-0.291657542985942,5.42380087976502,-3.60049814810802,0.000440301486521531,0.00569707903885841,-0.397116848712805
"MYLIP",-0.335678807438663,6.90998567869793,-3.60041997117428,0.000440422569088805,0.00569707903885841,-0.397369914785195
"VDAC1",0.291594141131457,8.34488075968067,3.59994296173777,0.000441162055216599,0.00569983481125312,-0.398913940765136
"PTS",0.272149095597874,6.68824978825272,3.59860373279783,0.000443244467237843,0.0057199140009346,-0.403247971154168
"MEF2A",0.236703561879143,7.66896861651084,3.59529000664586,0.000448437021733892,0.00578003289799148,-0.413966168003818
"ISLR",0.360085123755044,9.00059486531398,3.59488727274914,0.000449071995546256,0.0057813347155521,-0.415268248532303
"ITGA3",0.283812659579754,5.87023095324643,3.59439279811663,0.000449852773099105,0.00578147130429808,-0.416866771511447
"MAP3K12",0.245077672624068,6.21797868440995,3.59420440830285,0.000450150578140139,0.00578147130429808,-0.417475744721225
"HMGA2",0.339003132034471,6.3847586767806,3.59317238536233,0.000451785293852804,0.00579559167837003,-0.420811307907198
"ENTPD4",0.220083319375119,6.8521009812427,3.59187168968159,0.000453853561357911,0.00581523373825101,-0.42501411038191
"EFNB3",0.396254036539098,6.12689045253839,3.58961918509873,0.000457456462897527,0.00585446941346516,-0.432289417798208
"SEC61G",0.277805677326113,8.13577751321752,3.58887488666201,0.000458652892480004,0.00586285108250414,-0.434692578869394
"SETMAR",-0.222857406543777,7.50074084733596,-3.58826369351235,0.000459637566746806,0.00586603113485637,-0.436665666725119
"SNAI1",0.352905176813217,5.74009233708144,3.58804817187004,0.000459985262168011,0.00586603113485637,-0.43736135944161
"DLGAP4",0.317225487924224,6.63658977882992,3.58756424250796,0.000460766876719029,0.00586908585204344,-0.438923332466731
"ILKAP",-0.151729308028517,6.33242260300257,-3.58598029490082,0.000463333944826563,0.00589484914293443,-0.444034602512346
"TNFRSF10B",0.234561692712173,7.04764754296261,3.58525514407359,0.000464513675641947,0.00590292202602742,-0.446373982098295
"S100A6",0.278171434994028,9.66617388549545,3.58470868773079,0.000465404563556961,0.00590730974165442,-0.448136624046353
"TM9SF2",0.341991574418508,7.98943886741149,3.58410167420909,0.000466396066694175,0.00591296277997404,-0.450094337758616
"CALB2",-0.408601113299999,5.40191060886968,-3.58362207756759,0.000467180853784945,0.00591598491687673,-0.451640918069663
"EPB41L4B",-0.384504060891661,5.92138702958965,-3.58289216363474,0.000468377637166279,0.0059242110719618,-0.453994380930235
"ITGA7",-0.432137346222757,6.90495016308933,-3.5817049060559,0.000470330468807422,0.00594196964501513,-0.457821610243477
"CYLC2",-0.308434718135069,5.23263422191345,-3.58089145236658,0.000471672887425816,0.0059472501356242,-0.460443243744239
"SFXN3",0.269265323956867,7.4866318350134,3.58078608464512,0.000471847036713881,0.0059472501356242,-0.460782791306997
"C14orf132",0.342675463394071,7.76998301813779,3.57733089459141,0.0004775913971494,0.00601265355457739,-0.47191256098112
"RCAN1",0.442933817777494,7.86441681318356,3.57698225055604,0.000478174676431365,0.00601300490327804,-0.473035110083545
"CDC37",-0.292111297168911,7.8710513231963,-3.57141121736443,0.000487586564826318,0.0061228747189466,-0.490960189969159
"COL8A1",0.507863565007423,6.594300521996,3.57112507249087,0.000488074671485753,0.0061228747189466,-0.491880250538008
"PIR",-0.27985713172369,6.28875695626342,-3.57081245808092,0.000488608456374791,0.0061228747189466,-0.492885350539739
"CTNNA1",0.214381114190553,8.66157421503571,3.5691766059748,0.000491410636501938,0.00614966158444368,-0.498143659746723
"GPNMB",0.497285637086001,9.03679521915306,3.56890227051844,0.000491882047855198,0.00614966158444368,-0.499025292514667
"DAAM2",-0.310767774387169,8.00044770225638,-3.5682973899923,0.000492922966160873,0.00615556742171139,-0.500969000624202
"ADAMTSL2",0.516097601633449,5.81725185503485,3.56725445973651,0.000494722586652989,0.00617092332452986,-0.504319685553995
"FAM89B",0.194673724662023,7.98491807400905,3.56686648504409,0.000495393632304497,0.00617218280432772,-0.505565948049168
"LRP3",-0.30815172532551,7.85193955349925,-3.56644730421607,0.000496119616506842,0.00617412308956273,-0.506912325422457
"IGFBP2",0.420101237656125,6.67907112448718,3.56558813615726,0.000497610754529611,0.00618557019436521,-0.50967149878169
"BAAT",-0.303974630667444,4.50494012893528,-3.56497519179579,0.000498677136803562,0.00618857463578691,-0.511639600731372
"RXRG",-0.324418951609276,5.48955374024898,-3.56479236661934,0.000498995627324464,0.00618857463578691,-0.512226579443316
"MELK",0.43303827632886,5.69407964085196,3.56240743740931,0.000503167891094276,0.00622695671300243,-0.519881348985436
"ENG",0.327317594370971,7.64787225955504,3.56236598098287,0.000503240706001397,0.00622695671300243,-0.520014371715907
"EDNRA",0.345033107804343,6.73075791214895,3.55990122047579,0.000507587749471281,0.00627357598575977,-0.527920830045679
"SLC38A2",0.329320695652984,8.33329712524981,3.55742332541754,0.000511993604881302,0.0063208150057581,-0.535864845031629
"ZFP37",0.274776725556158,5.42336753155416,3.55484597050443,0.000516614519765414,0.00637059841173137,-0.544122853276511
"NOL8",0.241229222090291,7.11486174616251,3.55368652650652,0.000518706063486986,0.00638911325298475,-0.547836165156672
"PDZK1IP1",-0.34593133865099,5.41429545394331,-3.552650157952,0.000520582338300517,0.00640493747361329,-0.551154456363984
"RARS",0.233769509174002,7.6331062815925,3.5521184872915,0.000521547371315008,0.00640840685091915,-0.552856471420769
"YPEL1",-0.270941756550576,6.15477654428634,-3.55184298004718,0.000522048105893663,0.00640840685091915,-0.553738358049229
"PFKFB1",-0.443266160589923,5.12126258714399,-3.55114982604255,0.000523309917383592,0.00641662115007038,-0.555956862471399
"SP110",-0.219506173369155,6.75173444440589,-3.55058947398936,0.000524332076727552,0.0064218816682457,-0.557750058977001
"CSGALNACT1",0.315842627639047,7.92029890639018,3.54954173416372,0.000526248346051848,0.00643806874881735,-0.561102326701136
"PPP3CA",0.234241313943701,8.05882491728953,3.54848194748488,0.000528193357915984,0.00645457052613585,-0.564492302700191
"HHEX",-0.249860780801833,5.72793776569186,-3.54791138219818,0.000529243310444399,0.0064601097206105,-0.566317041264287
"SLIT3",0.375312941941517,7.05456438514074,3.54628062280324,0.000532255077789213,0.00648501547581575,-0.571531068180048
"ODAM",0.399921080767509,5.29157629481799,3.54615829748918,0.000532481643853349,0.00648501547581575,-0.571922098607667
"PRKAG2",-0.221352270857147,6.47649228242141,-3.54442913264443,0.000535694066401799,0.0065168086032947,-0.577448423366337
"ASPN",0.570622138005667,8.63267354664939,3.54383107298496,0.000536809376308924,0.00652304726969329,-0.579359270990411
"MTHFD2L",-0.314652264304791,5.60207640050554,-3.54279281158946,0.000538750805081187,0.00652859915184014,-0.582675961360398
"MB",0.799739943017996,6.18306024486325,3.54278163759952,0.000538771735068469,0.00652859915184014,-0.582711651894548
"RAB30",-0.193019170671352,6.33442147034307,-3.54261964903119,0.000539075241686994,0.00652859915184014,-0.583229044619257
"ANG",-0.343130394966549,6.92227533322249,-3.54195958694335,0.000540313619168411,0.00653478723135004,-0.585337084676868
"FAM102A",0.246466636878616,6.12518916509646,3.54170428235502,0.000540793327726022,0.00653478723135004,-0.586152363288481
"CRAT",0.214996706610692,6.93910058822757,3.53841137200606,0.000547016647924197,0.00660261900454324,-0.596663421822329
"PDGFA",0.272872321641356,7.10290607582012,3.5375191382878,0.000548714468465689,0.00661387579028977,-0.59951005615537
"UQCRC1",0.276694221257604,7.99148733102932,3.53727967055633,0.000549170992469798,0.00661387579028977,-0.600273966320613
"USP27X",-0.26716793578343,5.30359641778125,-3.5354073514852,0.000552752751355405,0.00664961559880552,-0.606245244816128
"DHFR",-0.245120787810712,6.44617022912139,-3.53436300711818,0.000554760132464947,0.00666635732985347,-0.609574769261629
"C14orf166",0.217670391076202,8.38141699615192,3.53060554986246,0.000562039420876239,0.00674634236122732,-0.621547330073802
"WNT2B",0.314263326746135,5.78937923678154,3.53013373363794,0.000562959794032158,0.00674990663342877,-0.623049951208409
"SRBD1",0.209478808344274,6.21573123953067,3.5273723797643,0.000568374886327992,0.00680729523702784,-0.631840847137385
"ENPEP",0.327622441179251,5.32734059156384,3.52634290304848,0.00057040623586774,0.00682407548700555,-0.635116767799456
"FBXW4",-0.231771534015877,7.11519868646444,-3.52505602514727,0.000572955095642343,0.00684700311315635,-0.639210650891139
"HMGA1",0.318909216476816,5.80096406245304,3.52355937231039,0.000575932928939373,0.00687500090587275,-0.643970315943548
"DLG4",0.282759396588209,5.54598313044768,3.52306225008646,0.000576925252327849,0.00687926179179914,-0.645550894861684
"TBC1D2B",-0.204571037847868,7.51844787898421,-3.5188831976564,0.000585331054938609,0.00696476799346065,-0.658830669179967
"EPHB6",-0.206593692979559,5.67149388748684,-3.5188576792569,0.000585382735203583,0.00696476799346065,-0.658911718659112
"SIDT2",-0.23327840531222,8.68126471582546,-3.51699462429191,0.000589167444308538,0.00700210309498193,-0.664827680209942
"MAF",-0.287999744324876,7.58811175506158,-3.51419013730564,0.000594908066532035,0.00705780769092158,-0.673728149823744
"SCRIB",-0.188797263972724,6.77916134066422,-3.5140684918863,0.000595158254531394,0.00705780769092158,-0.674114076301266
"CLSPN",0.371040202311078,4.16228992496249,3.51080316042964,0.000601911165305711,0.00712387486691835,-0.684469349475853
"ZBED4",0.290894178647133,5.14566605900334,3.51073860387972,0.00060204539606819,0.00712387486691835,-0.684673995313671
"CLINT1",0.204753543286053,7.19831316937314,3.5103690848157,0.000602814269536019,0.00712518569461406,-0.685845319371591
"SKIV2L2",0.175409115705109,6.74220106293107,3.50719512723609,0.000609456598317144,0.00719584142854931,-0.695902088587685
"SHC1",0.237166980793585,8.58429557373713,3.50641526685889,0.000611099161539903,0.00720112153323425,-0.69837193565958
"ITFG1",0.308907463464785,7.33716134873708,3.50635132801554,0.000611234015797754,0.00720112153323425,-0.698574412051038
"NONO",0.186462062235443,8.53952081583734,3.50487178492647,0.000614362368168177,0.00722602900810183,-0.703258849842584
"ATRN",0.229385115145361,6.84724463238654,3.50471345697079,0.000614698027978688,0.00722602900810183,-0.703760040311368
"VEGFC",0.442081512991991,7.33283608484582,3.50440597247501,0.000615350396736851,0.00722602900810183,-0.704733334967554
"MYBPC2",0.774464492074032,4.71909862958954,3.50384978616138,0.000616532073517765,0.00723056937375089,-0.70649367577479
"NAB1",0.207972557507603,7.11859875006298,3.5035956616428,0.00061707269800922,0.00723056937375089,-0.707297907354788
"LLGL2",-0.274113867449559,6.70893542386812,-3.50094833573168,0.000622731195414913,0.00728898448946732,-0.715673043133096
"CLEC1A",-0.24845576050668,5.80269958565361,-3.49770673696195,0.00062972637168914,0.00736290218820553,-0.725921035310284
"HSPA4",0.222821317690157,6.73211450486562,3.49705647645819,0.000631138463035491,0.00737145214593879,-0.727975814713101
"GATA3",-0.274508667083494,5.29591984738229,-3.49596878327541,0.0006335071307034,0.00739114407772168,-0.731412138752628
"SNX11",-0.281791522135322,7.33298832711908,-3.49547487087056,0.00063458548010343,0.00739575564378884,-0.732972250100946
"AOX1",-0.280310182388055,6.78538145196923,-3.49230938241424,0.00064153770936821,0.00746874062293506,-0.742966644177296
"HRASLS",0.550281155036651,5.6486259615035,3.48955400017211,0.000647647466742706,0.00752908373344044,-0.75166005124559
"HERC5",-0.312667492744946,5.93375550826518,-3.48934561252091,0.000648111761297358,0.00752908373344044,-0.752317294368382
"NEO1",0.242802484970782,6.71445772706307,3.48854738845547,0.000649893127021053,0.00754168583736007,-0.754834545417911
"YTHDF2",0.186680200087258,7.22151739154648,3.48757634959001,0.000652066361630719,0.00755880353038093,-0.757896130100671
"DHODH",-0.196140668598017,5.54323703988966,-3.48696242789206,0.000653443872352382,0.00756667038070506,-0.759831393838925
"SAFB",-0.195559641360449,6.54955234316198,-3.4860867846786,0.000655413364411193,0.00758136805179486,-0.762591188788659
"LMNA",0.358429484247601,9.08106787980324,3.48310629688565,0.000662158957413379,0.00765122201911916,-0.77198055152857
"FOXN2",-0.292165841930319,6.18530016825071,-3.48275771211936,0.00066295214031557,0.00765222049381309,-0.773078251509478
"ATP6V1G1",0.251164952215256,7.67684879134471,3.48183091263522,0.000665065360009827,0.00766843732995356,-0.77599631359833
"SMR3A",-0.340545998154128,5.02103727516212,-3.47954558856804,0.000670303268256105,0.00772061009086048,-0.783188964123771
"SPINT1",0.364597233490278,5.07413778072696,3.47697126314125,0.00067624997983269,0.00778082734500376,-0.791286462774933
"TUBB2B",-0.530686878816514,6.51934694377251,-3.47648712997585,0.000677373854521015,0.00778548484384186,-0.792808735507867
"MASP2",-0.243229888299869,6.2319510409448,-3.47582889024322,0.000678904718391335,0.00779125416767079,-0.794878171565034
"PRSS16",-0.345311488393872,5.97065863678262,-3.4756526975993,0.000679315039649138,0.00779125416767079,-0.795432046949371
"RND3",0.316307858549845,7.27471332581205,3.47195467871991,0.000687981019396996,0.00788229682223415,-0.807051635723074
"TREM2",0.479573462081159,6.57924361495587,3.47073431802902,0.000690863544626856,0.00790695517724627,-0.810883872770757
"SRPX",0.463226987204744,7.37406380963579,3.47008999919796,0.000692390015850257,0.00791605776305251,-0.812906739611368
"AUTS2",0.262697682038036,9.46197432473995,3.46803775560629,0.000697273179227732,0.00795436078917405,-0.819347750737775
"PARK2",-0.220652070268546,5.7973983138776,-3.46792677756306,0.000697538163149395,0.00795436078917405,-0.819695966782462
"ATP6V1B2",0.29379811462055,8.59577433841894,3.46760850447392,0.000698298633254274,0.00795436078917405,-0.820694561170101
"CSRP2",-0.424993129178046,7.09497486498434,-3.46744945125382,0.000698678960977605,0.00795436078917405,-0.821193568161416
"NPR3",-0.565126540271588,6.3981217378562,-3.46669842897682,0.000700477433712074,0.00796645921722755,-0.823549535365001
"C1orf21",-0.446759849567702,6.04913238443737,-3.46450891013177,0.000705745522743392,0.00801795044569014,-0.830415645830852
"IFIT3",-0.335477125972105,6.84360516993978,-3.46258319455403,0.000710409622046619,0.00806247901247248,-0.836451491494808
"ANKRD10",0.198852651962142,7.19821481003208,3.459254779768,0.000718539393790602,0.00814620525295377,-0.846877239892908
"MFSD11",0.20330815449411,7.06723270432868,3.45484520960106,0.000729444514156901,0.00826118802800917,-0.86067659492287
"GTPBP6",-0.19537838849648,7.28860806719608,-3.453869566211,0.000731878239546836,0.00828008955023364,-0.863727789143381
"SLC7A8",0.262756961773865,6.91170902500753,3.45207564866314,0.00073637304267818,0.00832224523285664,-0.869336139711779
"PI4K2A",0.17595319885004,6.54648668424869,3.45059239619971,0.000740109008082588,0.00834995688867965,-0.873971407282777
"EPS8L1",0.319833716907824,6.20942840310062,3.45049004124412,0.000740367471426292,0.00834995688867965,-0.874291212017825
"ICAM2",-0.22807477435924,7.77401139566697,-3.44949460871339,0.000742885527516885,0.00836235521627323,-0.87740099346449
"TAGLN",-0.433259087963247,8.23559747553578,-3.44944488520703,0.000743011519170116,0.00836235521627323,-0.877556312461598
"GBP2",-0.203584710405626,7.67726291055352,-3.44883979626032,0.00074454632878269,0.00837092741612688,-0.879446250021046
"TMED3",0.274474398142254,8.42115343639919,3.44840800045822,0.000745643398944755,0.00837456543607351,-0.880794752853252
"SRD5A1",0.318766104317922,5.44780934574382,3.44784841546308,0.000747067402529507,0.00838186400744765,-0.882542131854388
"OCA2",-0.423758497669974,4.86563191908996,-3.44749795649529,0.000747960532322231,0.00838319739487867,-0.883636365649387
"BLCAP",-0.245587731358107,7.62787325683478,-3.44600630934254,0.000751773154479137,0.00841231927298676,-0.888292673081534
"GZMH",-0.416612323383342,5.83358918592742,-3.44581194904355,0.000752271276845483,0.00841231927298676,-0.888899261235426
"DAK",-0.256427269036222,6.03003208131966,-3.44539461999873,0.000753341888513823,0.00841231927298676,-0.890201625933963
"NGF",0.382649737058181,6.38545257157774,3.44526810512902,0.000753666730839305,0.00841231927298676,-0.890596416532296
"IGF2BP2",0.281493540409044,6.54855647512506,3.44364137747109,0.000757855281854629,0.00845035956399595,-0.895671547930506
"SLC12A8",0.287961130970659,6.04786133980777,3.44147276727116,0.00076347307100306,0.00850424170756187,-0.902434136467343
"SRPX2",0.363160301910701,7.41445612338387,3.44076663117814,0.000765310736214695,0.00851594999074667,-0.904635377285747
"MRPS31",-0.211887558922494,6.89005292641174,-3.43927461912647,0.000769207242772682,0.00855052034650907,-0.909285184493645
"MSX2",0.283836108003146,5.6521525425642,3.4324954400861,0.000787147202444641,0.00874096693422372,-0.930390932911147
"GAS7",0.257742054229872,7.22233614595924,3.43097862489873,0.00079121458282907,0.00877713144292043,-0.93510847064996
"HIST1H3G",0.272040547990023,4.88617816562035,3.42950268007009,0.000795191287580519,0.00880873624834991,-0.939697212052759
"CCNB2",0.407010734052416,5.03592209532695,3.42931778511868,0.000795690777767268,0.00880873624834991,-0.940271937061052
"GALNT3",0.396377389810504,4.07951863711814,3.42693402447646,0.000802156873970045,0.00887124869711305,-0.947679253150808
"PIP4K2C",0.198620804419813,6.46496860473342,3.42535976062025,0.000806454147819638,0.00889019338589428,-0.952568757313571
"LDLR",0.354472881770461,6.58538747432577,3.42521019305349,0.000806863544143525,0.00889019338589428,-0.953033200722885
"H1F0",0.367983536791548,7.46849340641726,3.42489924059777,0.000807715307117912,0.00889019338589428,-0.953998728572316
"CHODL",-0.371812632509213,5.52098867300231,-3.42483094202795,0.000807902503921896,0.00889019338589428,-0.954210790250787
"STAT5B",-0.199986533840191,7.00752367134504,-3.4248043285555,0.000807975458734642,0.00889019338589428,-0.954293422022711
"TRIP12",0.205218387221158,7.15830810290523,3.42258661778629,0.00081407656708037,0.00894823044850677,-0.961177260627903
"CXorf21",-0.278251360692832,5.38256694978587,-3.42212651261641,0.000815347754787242,0.00895311373334835,-0.962604970451087
"IL32",-0.402026265236001,6.002479328522,-3.41892249334095,0.000824251631975964,0.00903731832717321,-0.972542586964638
"CDH11",0.33527979572684,7.52710483517069,3.41855685286784,0.000825273512324883,0.00903731832717321,-0.973676162795509
"SYN2",-0.347299383890764,5.64892079835948,-3.41846862833242,0.000825520257280346,0.00903731832717321,-0.973949665374692
"C3",-0.404089281855151,7.80642271682059,-3.41727199826784,0.000828873812220777,0.00906486541910541,-0.977658720076046
"PRRX2",0.433662504577707,5.95899873266744,3.41481314553147,0.000835804874826473,0.00913144236099518,-0.985276707409433
"PPFIA4",0.359619077914809,4.933649348317,3.41426796441221,0.000837348984083394,0.00913387138358637,-0.986965155416938
"F2RL1",-0.362828216235775,4.80700185929376,-3.41413906888233,0.000837714443881155,0.00913387138358637,-0.987364316907739
"KIAA0922",-0.230943241651899,5.94352388262414,-3.4107164860204,0.000847473431454471,0.00923098072671786,-0.997958669857363
"SSTR1",-0.569741252187979,4.16585324070763,-3.40846848988011,0.000853941136459367,0.00929208108989504,-1.00491230495735
"SCML2",-0.265233864905648,5.24165984372467,-3.40610613106863,0.000860787712333069,0.00935269743408506,-1.01221552986797
"FLRT3",0.422521742463449,5.12559374359219,3.40595088823942,0.000861239433063896,0.00935269743408506,-1.01269531314379
"MKNK2",-0.296380436439329,7.88774493391246,-3.40434978190527,0.000865911262003087,0.00938484661061451,-1.01764251156102
"LAMB3",0.290802552964061,6.38329420249526,3.40434218757932,0.000865933477787373,0.00938484661061451,-1.01766597231114
"PON2",0.223387037417538,7.09752506840067,3.39961998086119,0.000879851319832385,0.00952615023982523,-1.03224549065056
"C5orf28",0.266391061174176,5.62649292275911,3.39658673017097,0.000888901540571724,0.00961452245731275,-1.04160145881837
"RRAS",-0.313019004442194,8.05993356201134,-3.39599278850319,0.000890683847257042,0.00962418564296606,-1.04343262865558
"SPARCL1",-0.409143382201369,8.48237901099766,-3.39468179372713,0.000894629752829353,0.00965569677659804,-1.0474735742947
"TMEM30A",0.229899818865236,7.90257890784024,3.39413915770445,0.000896267796488753,0.00965569677659804,-1.04914578352303
"GTF2IRD2B",-0.259217166616003,5.94043319345133,-3.39413659505177,0.000896275538974881,0.00965569677659804,-1.04915368016249
"HN1",0.333048700750103,6.25683860563502,3.39368264274791,0.00089764804415262,0.00966087015312168,-1.05055242383542
"UAP1L1",0.266152535060997,5.80275687340469,3.39280844411948,0.000900296694518969,0.00967975403332362,-1.05324560956685
"DRD4",-0.243773313402831,4.91738439632589,-3.39233199514934,0.000901743322092208,0.0096856894328297,-1.05471318224116
"SOCS5",0.309145228656825,6.08098303056159,3.38702484137914,0.000918005165414567,0.00985058664612836,-1.07104867477408
"VGLL4",0.243009135645395,8.34887615166587,3.38481282967207,0.000924863833208461,0.00991435715064159,-1.07785089989755
"SKAP1",-0.227445608567372,6.35274762027317,-3.3842613984209,0.000926581084200867,0.00992294104712442,-1.07954603854715
"ANP32A",-0.242405996883514,7.63973026048102,-3.38388684292611,0.000927749216364529,0.00992563316756794,-1.0806973155574
"MX1",-0.418175584043511,6.83569614943075,-3.38173710762864,0.000934480345832204,0.00998777759558269,-1.08730290797971
"SLC35F2",0.229254248642441,5.89470749682562,3.37449677314254,0.000957488760427287,0.0102152625449042,-1.10952452403706
"ADAMTS2",0.303879007360505,6.85173376315574,3.37444618206622,0.000957651379244271,0.0102152625449042,-1.10967965358145
"BMP8A",0.373882348035194,5.6496425473145,3.37400293868545,0.000959077236796072,0.0102204027980227,-1.11103870529794
"ZNF85",-0.202137165541631,7.49255755036299,-3.37344483469181,0.000960875412984139,0.0102294966532736,-1.11274972242237
"CHPT1",-0.186952592179182,7.08717607663158,-3.36957483075471,0.00097343140867909,0.0103529880763934,-1.12460766906711
"APOL3",-0.247612097452351,6.58461242964995,-3.36899634956133,0.000975321396595636,0.0103629094808056,-1.12637918427528
"BICC1",0.41373685198581,6.84597824635524,3.36763902786162,0.000979769469387847,0.010399964750061,-1.130534775865
"GPSM2",0.384761375448497,6.88081075534194,3.36517853956691,0.000987881164373578,0.0104740051372968,-1.13806422208116
"COL4A6",-0.284123518201746,5.63616224281984,-3.36493739805915,0.000988679528061081,0.0104740051372968,-1.13880189899027
"PLXNA2",0.296203955657803,6.23296336956828,3.36448974592345,0.000990163201665445,0.0104794691929929,-1.14017119472282
"ZNF717",-0.252733884167299,5.93776661262769,-3.36360496696788,0.000993101795072796,0.0104905758573294,-1.14287713734365
