"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"COL4A4",0.0988245824069209,4.43522995906927,1.5372760180836,0.125699155878119,0.254715470838928,-5.32363722648428
"SLC22A2",0.126347153347967,5.11976951924072,1.53618520682389,0.125966337221311,0.255167604250276,-5.32526391044009
"HPN",-0.10685306100338,5.22404634093158,-1.53612540027311,0.125980999002067,0.255167604250276,-5.32535306495309
"CENPA",-0.164408984878096,5.44536723595836,-1.53598530503515,0.126015349069987,0.255167604250276,-5.32556189371802
"DYRK1B",0.113899200491387,6.02794883604767,1.53598041024483,0.126016549360508,0.255167604250276,-5.32556918965373
"GMFB",0.076303764286889,7.63760265748862,1.53572384901256,0.126079475338293,0.255247284870549,-5.3259515754896
"POMT1",0.100040940497725,5.8909525179091,1.53545363565277,0.126145776375833,0.255333767212777,-5.32635424129866
"CLCC1",0.0804775906425761,7.23331243809725,1.53503890247201,0.126247590781899,0.255492086989835,-5.32697213249259
"PDS5A",-0.0715362010116214,7.00858403121324,-1.53379293577154,0.12655385548322,0.256026315102364,-5.32882745719165
"MAML3",-0.118559329831129,6.89708134185132,-1.53377257272378,0.126558865653261,0.256026315102364,-5.32885776684764
"UPB1",-0.10798969255159,5.09928656713176,-1.53359517873561,0.126602518647247,0.256066779262795,-5.32912179470271
"FAM49B",-0.0928316373784546,6.78987207611282,-1.5334287509033,0.126643483828355,0.256070795660349,-5.32936947371338
"B3GAT1",0.122765841934746,4.56215755601282,1.53339494315982,0.126651806664927,0.256070795660349,-5.32941978341097
"AIM1L",0.114366878069987,6.15919380201039,1.53249314821821,0.126873970080316,0.256472082535397,-5.33076135466783
"MUC6",-0.149898663279208,6.32776618329828,-1.53215747680538,0.126956743017139,0.256549407944552,-5.33126052511592
"BHLHB9",0.0867689751521689,5.98262489152032,1.5321458419783,0.126959612798274,0.256549407944552,-5.3312778251243
"ZNF236",0.0876605568398166,6.81087075461946,1.53133635805122,0.127159400405122,0.2569051741344,-5.3324811441895
"CCRN4L",-0.11112337239846,5.61097331380333,-1.53026216544125,0.127424900662898,0.257393544678581,-5.33407699951496
"CYP20A1",0.122956544867699,6.55657698144207,1.52978910791315,0.127541960450051,0.257581944747753,-5.33477944177553
"NR0B1",0.130999442403076,5.25819307163528,1.52952929966493,0.127606286762673,0.25766379462504,-5.33516514021565
"TEAD4",-0.172593090117488,6.145657578477,-1.52896989972057,0.127744875692126,0.257895537780841,-5.33599538016252
"SLC20A2",0.123308576508633,6.40668011181763,1.52848506963561,0.127865085593981,0.258090097264361,-5.3367147061293
"GABARAP",0.0820964754001839,8.31089993518299,1.52835840330082,0.127896506130812,0.258105400163709,-5.33690259992006
"HDAC11",-0.103975145031301,5.7258797937997,-1.52796426942004,0.127994312680894,0.258254644688042,-5.33748715121527
"TFAP2A",0.119501008959406,5.55374605578757,1.52768221075199,0.128064343079637,0.25833313027156,-5.33790539002523
"REC8",-0.114656761649855,5.33197870796353,-1.52761541668253,0.128080931310403,0.25833313027156,-5.33800442173812
"CALCA",-0.116023659248327,5.67811080902998,-1.52742000887022,0.128129470277266,0.258382897130183,-5.33829411731085
"SERPINA4",0.0928745808265717,5.26671807792051,1.52692403338628,0.128252734407245,0.258583306411031,-5.33902924708591
"BLCAP",0.091423916914651,7.59522185793669,1.5267302532907,0.128300919530363,0.258614227892691,-5.33931640252127
"TFF2",-0.0971193845108905,4.63001190973854,-1.52666419564031,0.128317348583889,0.258614227892691,-5.33941428272275
"ZCCHC11",-0.130141971111521,6.38388082876317,-1.52657421929009,0.128339729053979,0.258614227892691,-5.33954759753313
"NDUFAF1",0.0741392569375142,6.70140513017767,1.52556052189529,0.128592084537959,0.259012788207174,-5.34104902651057
"PRMT1",-0.126554622805386,8.27130089899794,-1.52552477631075,0.128600990326357,0.259012788207174,-5.34110195296432
"MBD2",-0.0756774609337918,7.29129144576638,-1.52549147765306,0.128609286912512,0.259012788207174,-5.34115125530143
"ZNF536",0.104099855824399,5.16460660368881,1.52469863198656,0.128806953529788,0.259359954659347,-5.3423248399133
"H1F0",-0.150361425275982,7.5221939154444,-1.52460794720827,0.128829577552228,0.259359954659347,-5.34245903514634
"KHDRBS1",-0.0847021575246547,8.42628519556179,-1.52416388159357,0.128940407855941,0.259534819828272,-5.34311605023262
"USP49",-0.142129861309663,5.4419829198786,-1.52363616023209,0.129072214018986,0.259737371323736,-5.34389659434769
"LAMB1",-0.119577696665144,7.07571404324836,-1.52356891231835,0.129089017742036,0.259737371323736,-5.34399604065588
"SLC25A40",0.0901840113774178,5.60599614363743,1.52328707660893,0.129159460686813,0.259830821415111,-5.34441277299448
"E2F6",0.0978952336176673,6.98562084577076,1.52292903113608,0.129248995109832,0.259962636086597,-5.34494208305872
"EFR3A",-0.0889364113083346,8.11102085032658,-1.52186565368491,0.129515194143741,0.260449666975164,-5.34651339043751
"MAP3K11",-0.0761557506362967,7.04724291776452,-1.52148218278176,0.129611294878842,0.260594519898463,-5.34707976561711
"OSBPL3",0.0940858924592766,6.28917923669593,1.52059375562158,0.129834155722731,0.260980529469433,-5.34839140983075
"PLAC4",-0.108570682664253,6.64356984698647,-1.52046181683746,0.129867277933965,0.260980529469433,-5.34858613593919
"RNF141",-0.0957381567320285,6.13220526928095,-1.52042031981761,0.129877696805179,0.260980529469433,-5.34864737723718
"ACVRL1",0.111344933806906,6.060521158779,1.52033268460643,0.129899701977535,0.260980529469433,-5.34877670390132
"TK1",0.187263527540304,6.05984834612662,1.5199224662829,0.130002746415114,0.261128393115938,-5.34938198196279
"MRPS11",0.119902511681827,6.54719184401096,1.51978656364899,0.130036898445842,0.261128393115938,-5.3495824713708
"GDAP2",-0.0672511138598799,5.69797720912691,-1.51971322281937,0.130055331746824,0.261128393115938,-5.34969065963015
"TMEM30A",0.0862862640842961,7.871762384953,1.5196557738929,0.130069772242935,0.261128393115938,-5.34977540148234
"RTN2",0.116180556257456,6.32410041455338,1.5191799570078,0.13018942286168,0.261320148558288,-5.35047714973486
"RAB11B",-0.101146234735271,6.35146131897498,-1.51809500172492,0.13046257127461,0.261819881221539,-5.35207646864859
"SLCO2B1",0.139944434513094,7.12255747694233,1.51768914841347,0.130564863930528,0.261976608928063,-5.35267444464025
"ILKAP",-0.0553339785017066,6.35218473818175,-1.51730935737983,0.130660644503615,0.262083535552938,-5.3532338793362
"LGALS8",-0.0792251855795874,6.87643648677314,-1.51728587905349,0.130666567369979,0.262083535552938,-5.35326845857027
"AOC3",-0.167172111730948,6.3869573906549,-1.51654168820464,0.1308544127494,0.262411692320384,-5.35436424285683
"FH",-0.0855469486375182,6.86647788721415,-1.51625579396122,0.130926632968722,0.262486810147832,-5.35478506818805
"RECQL5",-0.0867877963892108,5.76436961879012,-1.51620147333084,0.130940358511909,0.262486810147832,-5.35486501729193
"GP6",-0.147178540747731,5.07960922622195,-1.5160373168308,0.130981843820324,0.262521366723925,-5.35510660580002
"CDH4",0.0871001411658091,6.04440448107046,1.51567695868356,0.131072948821815,0.262655342752876,-5.35563685379197
"TLR2",-0.163548785376471,6.22740720971079,-1.5149489584004,0.131257151302153,0.262975791478239,-5.35670769156042
"TTLL5",0.0608347214386551,6.73051255864335,1.51436461382829,0.131405151428169,0.263223603055094,-5.35756685763419
"DPM2",0.078170542829229,6.60115614624443,1.51422199726444,0.131441292470774,0.263247294410114,-5.35777649857404
"FUT2",-0.113712033678835,5.31157484952302,-1.51406250473981,0.131481719309778,0.263279558899014,-5.35801092365556
"DYRK1A",-0.0679139194757996,7.42689712577771,-1.51371492129701,0.131569855495209,0.263407327190574,-5.35852172457467
"ACAD8",-0.0730722908766681,6.46002849756157,-1.51298171837798,0.131755923834056,0.263698043657387,-5.35959884701941
"FAM57A",0.102456898285226,6.84169438221011,1.51279751423768,0.131802702443786,0.263698043657387,-5.35986937454904
"MAP2K4",0.0752194852466675,6.71640124302091,1.51276316531895,0.131811426779364,0.263698043657387,-5.35991981679981
"JUNB",-0.225581015246072,8.29672995817202,-1.51275898555896,0.131812488433895,0.263698043657387,-5.35992595480597
"ARSJ",0.166792371114348,4.92210617517705,1.51194992948378,0.132018113488545,0.264060616061422,-5.36111374673362
"ZNF529",0.1069238926761,5.47203227223267,1.51163691076482,0.132097735646447,0.264144932987444,-5.36157312917777
"CHD3",-0.0902241368603665,6.34231895857128,-1.51159239619204,0.1321090618017,0.264144932987444,-5.36163845066204
"CCS",0.0925110644634595,6.33656809516123,1.51026988056216,0.132445904482257,0.264769536157569,-5.36357827525238
"MTMR4",-0.0704627902090525,7.20017672776468,-1.51011060003253,0.132486518142303,0.264801833473642,-5.36381179086108
"SIRPB1",0.114476939291377,6.75161061924704,1.50994541818693,0.132528646790173,0.264837146326542,-5.36405393272782
"HCN4",-0.10491341896951,4.83855317982367,-1.50970103101132,0.13259099544882,0.264912845123524,-5.36441213501169
"LRIT1",0.116054511143855,4.90964631358702,1.50935096554111,0.132680344861801,0.26504245273408,-5.36492513286575
"WWC3",-0.0835695502423639,6.73722258525979,-1.50909517538223,0.132745661475599,0.265124013428576,-5.36529990286505
"OR51E2",0.13810464729426,4.48351069368154,1.50880731233477,0.132819197957969,0.265221958002753,-5.36572159000706
"SNTA1",-0.0981695095333948,6.27440286743781,-1.50849364179289,0.132899363288707,0.265333100926947,-5.36618099262082
"VPS11",0.0654452512723683,7.00120412143306,1.50812671399049,0.132993187538836,0.265471467825033,-5.36671827732779
"FUT1",-0.0932486766366754,6.0977751477176,-1.50644357778304,0.133424231023111,0.266255226164782,-5.36918121949804
"APTX",-0.0552162403113472,6.66294530190095,-1.50640154103488,0.133435010360221,0.266255226164782,-5.36924269764758
"EPB41L2",0.0994468276451449,8.79241818848514,1.5062349633689,0.133477731964573,0.266291395610915,-5.36948629862063
"COQ3",0.0886556604798004,6.14406635758211,1.50565079445047,0.133627636002351,0.26654134395679,-5.37034037118391
"APOF",-0.16996477444098,4.42709273452179,-1.50527209458986,0.13372488452324,0.266617714381339,-5.37089386857781
"UNC50",0.0891805426341914,7.71172919959184,1.50526339750577,0.133727118545109,0.266617714381339,-5.37090657839834
"TBP",-0.0629394123650887,6.43869939334999,-1.50521403333952,0.133739799280045,0.266617714381339,-5.37097871727225
"WASF1",-0.0784522926080821,6.16200381321503,-1.50451704301785,0.13391894311859,0.266925699032581,-5.37199702471804
"EXOSC4",-0.08836788260651,6.63759040531305,-1.50387858382547,0.134083206979205,0.26720391716618,-5.37292941275173
"ASTN1",0.130712017307413,4.78933533960066,1.50348672977496,0.134184101535262,0.267355772418527,-5.37350147369997
"BDKRB1",-0.136790751983915,5.34065272933551,-1.50303405636056,0.134300729446488,0.26753891402339,-5.37416214216524
"TREML2",0.123586544671558,4.9256073139499,1.5028611101547,0.134345308573175,0.267578487108493,-5.37441450254645
"FGF8",-0.10536323410238,4.15369686900743,-1.50251627652996,0.134434228298941,0.267706343533683,-5.37491759351695
"RPL35",-0.0898875562780943,9.71385343911386,-1.50175164011047,0.134631562952244,0.268050005899953,-5.37603274780188
"ZFHX3",-0.114585464198869,7.21693843508648,-1.49981567510544,0.13513219812144,0.268997298963197,-5.37885369670439
"ADO",0.0907051801884812,6.24257041884148,1.49965657803904,0.135173404507388,0.269029862242921,-5.37908536312882
"FADS2",-0.137595406201977,5.80924242130295,-1.49954206003727,0.135203070897564,0.269039450212815,-5.37925210163564
"STXBP3",-0.0921187530978451,6.79373263114962,-1.4994230136639,0.135233915752215,0.269051379244622,-5.3794254202515
"PSMA2",-0.0881396519084785,7.60590334699093,-1.4987706329239,0.135403044488598,0.269338372713219,-5.38037497676254
"TOP3B",-0.160393004229611,5.47772911195982,-1.49818217519543,0.135555742387281,0.269583628350889,-5.38123114476653
"SLC26A4",0.145715306782773,4.78934071234203,1.49810361123819,0.135576138946207,0.269583628350889,-5.38134542535083
"TMEM161A",-0.0534203096133462,7.82023311815495,-1.49797972533191,0.13560830671485,0.269598078736995,-5.38152562016187
"COX7B",-0.104932724279046,7.55020808895758,-1.49752450827279,0.135726557721979,0.269783631440402,-5.38218761824842
"PDSS1",-0.0773661807742715,6.33813353284029,-1.4974117545668,0.13575585995965,0.269792345040957,-5.38235155956602
"ADORA2B",0.12132512423255,5.39825820851089,1.49715320917526,0.135823068861634,0.269805592799157,-5.38272743305188
"NOS1AP",0.0871694025550967,5.22972416641233,1.49713376137072,0.135828125366633,0.269805592799157,-5.38275570371573
"ADCYAP1R1",-0.111934455754526,5.56006914990328,-1.49709853338619,0.135837285152693,0.269805592799157,-5.38280691261724
"CCDC90B",0.074866108239426,7.61246950466852,1.49694659998773,0.135876795539449,0.269834568104477,-5.38302775597531
"TOP2A",0.224874953046669,4.88263157171356,1.49681302686996,0.135911538703481,0.269854067401904,-5.38322189355627
"IL18R1",-0.13758542607038,5.62576158731383,-1.49656251542572,0.135976716848666,0.26993397750651,-5.38358594568825
"EFNB3",0.140678836766209,6.07664801083617,1.49637048345622,0.136026696239254,0.269974487439381,-5.38386497298443
"ARHGEF5",0.114933062650877,5.62891822586657,1.49622009700261,0.136065846689923,0.269974487439381,-5.38408346382381
"PLP1",0.136530653214756,6.86939986917774,1.49605622695787,0.136108517328125,0.269974487439381,-5.38432151999438
"ITGBL1",0.158727580185366,9.0953790833983,1.49604209330554,0.136112198121747,0.269974487439381,-5.38434205094151
"MAPRE1",-0.0749697049869411,8.03667345955873,-1.49600522563586,0.136121799845902,0.269974487439381,-5.38439560507815
"SQRDL",0.100028583281259,7.13968437142435,1.49559879191665,0.136227685335592,0.270135008997885,-5.38498590683494
"VNN2",-0.210799598908322,5.62348825974284,-1.49513309690069,0.136349088477814,0.27032623712677,-5.38566208630729
"SMAD4",-0.0800650675651132,6.81782711443948,-1.4948322517631,0.136427561212539,0.270432296823171,-5.38609879759017
"ACOX1",0.0874496709099495,6.39434322824648,1.49443977405146,0.136529988237358,0.270552372697957,-5.38666839475929
"C1orf115",0.105471944121984,6.55562077851471,1.49438947365573,0.136543119722172,0.270552372697957,-5.38674138440384
"EDEM1",0.0788709117235452,6.234750396689,1.49428753187739,0.136569735781815,0.270552372697957,-5.38688930218939
"MYOZ2",0.199817415026067,4.20614124330366,1.49421723602342,0.136588091730584,0.270552372697957,-5.38699129590207
"LCAT",-0.172497740570565,5.25623871719951,-1.49405316980122,0.136630940851166,0.270587744026994,-5.38722932471267
"PRMT7",0.151840095723005,5.70873421468098,1.4935596775312,0.136759889026622,0.270791055874778,-5.38794513369082
"METTL4",0.0899956313695177,6.11999736482006,1.49346888619636,0.136783622848357,0.270791055874778,-5.38807680102271
"PTPRT",0.152067504161287,5.19890547680012,1.49278133858991,0.136963459007996,0.271097508350927,-5.38907364137725
"TULP4",0.0853244184964,6.644197132896,1.49245682905092,0.137048402072811,0.271216057255041,-5.3895439751796
"SLC11A1",-0.158240120419866,7.79952582659781,-1.49212936343143,0.137134160393288,0.271314629912658,-5.39001849195437
"OR2J3",-0.136179710833935,4.71372486135655,-1.49183752704907,0.137210623073383,0.271314629912658,-5.39044129398255
"TAF7L",0.144913381395868,4.90725925422859,1.49179711140331,0.137221214796817,0.271314629912658,-5.39049984033031
"LEPROT",0.0865937934537756,8.44177184698397,1.49173744161979,0.137236853610674,0.271314629912658,-5.39058627549932
"CYC1",-0.114001139227765,7.95637788908516,-1.49156252911386,0.137282704289215,0.271314629912658,-5.39083962698452
"CST6",0.17909683420105,5.27138218655183,1.49152885817459,0.137291531984093,0.271314629912658,-5.39088839421545
"ARMCX4",-0.110548546509489,5.74178817604604,-1.49139520308245,0.137326577421034,0.271314629912658,-5.39108196264451
"FRMD4A",-0.124287892080806,6.20039452875616,-1.49128671510646,0.137355028946207,0.271314629912658,-5.39123906985124
"EYA2",0.159001330916191,6.07523291797895,1.49122827565095,0.137370356888518,0.271314629912658,-5.39132369449734
"MT4",-0.132670428766506,5.17878198512102,-1.49120739080547,0.137375835045893,0.271314629912658,-5.39135393650807
"CRIPT",0.116859255679308,6.4735901299461,1.49114389947395,0.137392490053697,0.271314629912658,-5.39144587170324
"UBTF",-0.0943846604066883,5.89455518137993,-1.49107483580214,0.137410608574893,0.271314629912658,-5.3915458712735
"RSL1D1",-0.083817807686232,7.57563216135404,-1.49097253593186,0.137437449862066,0.271314629912658,-5.39169398629992
"NCSTN",0.0864182268784651,8.1006052538956,1.49089851444577,0.137456874047679,0.271314629912658,-5.39180115221995
"QSER1",-0.0997304781752631,5.42906877345416,-1.49083288414967,0.137474098060482,0.271314629912658,-5.39189616528912
"C3",0.147817209956943,7.75363085612168,1.4904839801932,0.137565692541676,0.271445918197325,-5.39240120527378
"RB1CC1",-0.082539267321863,7.01748282659293,-1.49007417749094,0.137673334701764,0.271559864330079,-5.39299424866279
"COX5A",-0.0984805483101426,7.91731517361897,-1.48997068790794,0.137700528469068,0.271559864330079,-5.39314398770769
"XPO7",0.095841064793483,7.18948691282785,1.48989005660506,0.137721718698225,0.271559864330079,-5.39326064605731
"LIPG",-0.158855299532631,4.87150829191881,-1.48988226669749,0.137723766051211,0.271559864330079,-5.39327191626291
"GOLPH3",-0.0782414848677368,7.53218304397169,-1.48955634193156,0.137809447171797,0.271679330759112,-5.39374340277648
"SCNN1D",-0.127972369202594,6.33897224369308,-1.48914663081052,0.137917213263271,0.271842284362176,-5.39433595232178
"COMMD8",0.102999289376768,7.03976169182819,1.48881067443538,0.138005628484022,0.27196704397461,-5.39482171410991
"RALGDS",-0.0980031903776845,7.48757214052304,-1.48830267136228,0.138139405590212,0.272181136364917,-5.39555603567111
"TSPAN6",0.107887327958315,7.14875627140408,1.48817650583058,0.138172645511735,0.272197094788129,-5.39573837068632
"CNNM3",-0.0723057156643219,6.69759466472696,-1.48802325012755,0.138213031033848,0.272227121521461,-5.39595983618604
"CSGALNACT1",0.118658533598984,7.87792085867626,1.48760473091976,0.13832336472925,0.272394883580137,-5.39656451274393
"CUZD1",0.0918668687003645,5.47691503035497,1.48721616966138,0.138425861815376,0.272547155096395,-5.39712575697072
"MTA2",-0.121675097004284,5.81254142006128,-1.48699552429955,0.138484091235897,0.272612228329284,-5.39744439683099
"RAB28",0.0855271744790996,6.93893577313589,1.4865647252172,0.138597836049926,0.272786542612716,-5.39806639187134
"NKX2-1",0.150336090475668,4.37662483337635,1.48629929157368,0.138667955144479,0.272828218070053,-5.39844954162001
"ALAS2",-0.19296132169713,4.86025151954725,-1.48626799796174,0.138676223730693,0.272828218070053,-5.39849470909614
"TRIM21",0.0619410898811605,6.51490014521057,1.48619842832074,0.138694607209529,0.272828218070053,-5.39859511874867
"CLEC2B",0.0873284040488323,8.19585180527969,1.48592524115642,0.138766814030378,0.272920671300072,-5.39898936443937
"CTLA4",-0.1196902528829,5.10724782746902,-1.48568860948315,0.138829382335813,0.272983500815599,-5.39933079830138
"FYCO1",0.098012696719055,6.76912281797303,1.48561372902556,0.138849186200379,0.272983500815599,-5.39943883159714
"CAPN9",0.101209855200028,5.15311169809442,1.48526500924865,0.138941442052323,0.27311528560285,-5.39994187456819
"KIF24",-0.135856519600554,4.87040519487379,-1.48510007362706,0.138985093289086,0.273151498464501,-5.40017976087189
"KIAA1614",0.0993291954821648,4.7608714637108,1.48487224720445,0.139045406456581,0.273220438422033,-5.40050831190292
"KLK7",-0.122712984799407,5.15204436179684,-1.48439134363889,0.139172784122795,0.273421109362638,-5.40120166626092
"SSBP3",-0.0834677936271653,6.71136392302698,-1.48404078526935,0.139265694057007,0.273554003910598,-5.40170695369079
"USP14",-0.113086496164999,6.64008484969482,-1.48346367377096,0.139418753039285,0.273804977173289,-5.40253853546221
"ATP4B",0.143905887303868,5.08894174918908,1.48324298179731,0.139477318452831,0.273870316809721,-5.40285645515133
"MS4A4A",0.133383904581901,7.54107262586883,1.48309265699251,0.139517221325414,0.273898994612921,-5.40307298030088
"C11orf16",-0.11461603169553,4.66336464745229,-1.48293347679241,0.13955948445791,0.273932294819759,-5.40330223717681
"FBXO42",-0.0919746440648096,6.01762062320329,-1.48250608159625,0.139673009091712,0.274039814714192,-5.40391766743805
"TMEM39B",0.0719371218923284,6.27583830100027,1.48249102782087,0.139677008977194,0.274039814714192,-5.40393934104461
"AFM",0.14408322354252,5.20794605632739,1.48244140525043,0.139690194643726,0.274039814714192,-5.40401078339491
"MAGEL2",0.146537529650713,5.60948410192993,1.48233735643556,0.139717845536853,0.274044404642664,-5.40416057641319
"PRDM14",-0.100994001318369,5.10483798198368,-1.48187849425285,0.139839838415131,0.274234002992324,-5.40482105074744
"NIP7",-0.144983075739234,6.63429892049837,-1.48164555367765,0.139901799461579,0.274277754751651,-5.40515626274621
"RGS12",0.0840791872403907,6.68857281945529,1.48160415243721,0.139912814213851,0.274277754751651,-5.40521583559838
"RASGRP3",0.123648943093454,5.44160113663608,1.481420635009,0.139961646904842,0.274282509020777,-5.40547988188992
"RPS10",0.0771232393493871,10.6385977254481,1.48140463198464,0.139965905822462,0.274282509020777,-5.40550290564652
"ATF7IP2",0.103109374789854,6.57936390733502,1.4812512805641,0.140006722641313,0.274312845826546,-5.40572352195428
"CETN3",0.0994982418468373,6.72986285576492,1.480935764725,0.140090730998963,0.274412116496317,-5.40617736288615
"TSPAN32",-0.13533249711457,6.16940841917027,-1.48087062492956,0.140108079799727,0.274412116496317,-5.4062710487855
"ZCWPW1",-0.138822230239494,5.78937558214653,-1.47990728844358,0.140364841328749,0.274865280713757,-5.40765607546164
"MCF2L",-0.127008023332759,6.73623274993323,-1.47893511913203,0.14062432642896,0.275323613426104,-5.40905290661546
"SLC12A6",-0.082478784884742,6.41858928911138,-1.47826839809394,0.140802497886985,0.275622607959209,-5.41001034429497
"ELF3",-0.0953800538309695,6.00983052413108,-1.47813810787178,0.14083733645179,0.275640969226958,-5.41019739680148
"CLTCL1",-0.128379648789455,6.69629111924397,-1.47802997664762,0.140866254944942,0.275642008719234,-5.41035262425196
"ANXA10",0.117435934262282,5.09111688380723,1.47794574443795,0.140888785097649,0.275642008719234,-5.41047353583864
"ZNF200",0.0744335887468943,5.7363823354758,1.47687961093457,0.141174192129482,0.276150492897182,-5.41200333971799
"PODXL",0.119481971569261,7.38938873393154,1.47643494045508,0.141293363869567,0.276281096133428,-5.41264108158716
"ANKRD2",0.174539641588011,5.12225630391672,1.47626823997093,0.141338059677213,0.276281096133428,-5.41288011324889
"ABCD3",0.0837624387985532,6.96011426964752,1.47625167800388,0.141342500876626,0.276281096133428,-5.41290385999369
"SELENBP1",0.109755850997213,7.35722351949861,1.47624970288821,0.141343030523973,0.276281096133428,-5.41290669192056
"PIK3CB",-0.0730990829081191,6.74830653606998,-1.4754987529518,0.141544516712457,0.276624996831367,-5.41398313729811
"SPPL2B",-0.0928852253416847,6.91746936688911,-1.47537023557435,0.14157902126659,0.276642494721777,-5.41416730612101
"SPAG4",-0.169150454068047,4.9272731397081,-1.47505292883943,0.141664240163249,0.276759063198754,-5.41462194783218
"VPS37C",-0.0696898482715207,7.02324866711502,-1.47494966821512,0.141691981369711,0.276763319915183,-5.41476988050202
"VDR",0.102688841870537,6.86144831652932,1.47391257110584,0.141970833035007,0.27724071607399,-5.41625507833559
"ISCU",0.0870596747749102,8.47472568345507,1.47384834108742,0.141988116964208,0.27724071607399,-5.4163470267049
"CRY1",-0.134841138235691,6.21590566972337,-1.47373127258167,0.142019623613319,0.27724071607399,-5.41651460582139
"SLC5A7",0.107982009481617,4.68282999165093,1.47365997274094,0.142038815190027,0.27724071607399,-5.41661666244481
"TRAF3IP3",0.125102056195918,5.99802052886161,1.47335542085447,0.142120813142963,0.277350764942117,-5.41705253515687
"CLDN15",-0.115194852621743,6.38672026704536,-1.47271526869968,0.142293287895011,0.277606501693004,-5.41796842915207
"PIAS4",0.0822984552090316,6.43092471963236,1.47267872428249,0.142303138856209,0.277606501693004,-5.41802070310205
"CA1",-0.193593026697167,5.86605102879408,-1.47247307487009,0.142358583816003,0.277664634656074,-5.41831484491813
"TBL2",0.0747000151916383,6.93000681220638,1.47205048024243,0.142472571613307,0.277836911537693,-5.41891915872131
"GRAMD3",-0.117103889578161,6.03174912224266,-1.47186900369619,0.142521543513135,0.277861509562197,-5.4191786195296
"GMEB1",-0.0993686858301234,6.40230129036022,-1.4718135412011,0.14253651280211,0.277861509562197,-5.4192579091657
"THRA",0.101926086602402,7.7619285078057,1.47165756980749,0.142578615888353,0.277893550715248,-5.41948087145622
"AP1M2",0.0946416166988056,5.13512720450065,1.47141662395206,0.142643675969014,0.277970316723635,-5.4198252598888
"GPR52",-0.0808853602397271,5.62091330267866,-1.4712096139982,0.14269959101995,0.278029237353428,-5.42012109898591
"IRF6",0.0857914718745389,6.18034069797387,1.47065264051298,0.142850118144815,0.278271464541914,-5.42091687051467
"RAD51",-0.141015714915172,5.61561639047097,-1.47055944034647,0.142875318314261,0.278271464541914,-5.42105000069876
"RING1",-0.059935239586028,8.05856867980426,-1.47042295820114,0.142912227593413,0.278293289236309,-5.42124494137198
"EDN1",-0.123937168792615,6.43890060421466,-1.47030266272254,0.142944765572555,0.278306595370267,-5.42141674755128
"GREM2",-0.158246436239571,5.66901755878965,-1.46983531704955,0.143071229336406,0.27850273283446,-5.42208408067242
"ATP2B4",0.110535805570768,8.31892838271747,1.46900839760301,0.143295205575126,0.278888583635069,-5.42326434787718
"UBE2N",-0.0906106428281391,6.9230941939384,-1.46823418710485,0.143505150711238,0.279246992586373,-5.42436879350319
"GUCY2D",0.118961993094287,5.34811301682447,1.46810384497016,0.143540519359644,0.279265624996741,-5.42455467624582
"ZNF80",0.104975784611488,5.01040753620671,1.46735419333791,0.143744069848448,0.279609573572707,-5.42562345105465
"XPO1",-0.0925775492698271,6.88673411409064,-1.46726259371173,0.143768956874412,0.279609573572707,-5.42575400754675
"TSNAX",-0.072671096173963,6.83084912870757,-1.46567342835475,0.144201252629438,0.280397842468165,-5.42801776611945
"LARP6",-0.0835692269404422,7.47265787497401,-1.46558233423836,0.144226063055806,0.280397842468165,-5.42814745642831
"KLF1",-0.127340294575485,5.16407074571566,-1.46539175210677,0.144277980732192,0.28044841963868,-5.42841876185999
"BCL7C",0.104302939694724,6.89722581617239,1.46529126421765,0.144305361077504,0.280451291399413,-5.42856179865671
"THTPA",0.0918555143735362,7.46034522428939,1.46497846286172,0.144390617013685,0.280566620676089,-5.42900698585988
"POFUT1",0.121301689430596,5.95849278600591,1.46398333469806,0.144662103903518,0.281043710562244,-5.43042265935422
"KCTD15",0.0878203696157974,5.91308035886814,1.46369091553736,0.144741955361788,0.281148394456778,-5.43083847691117
"GUCY1A3",0.132309828416719,7.21250906422108,1.46326360374957,0.144858703361,0.281312971696306,-5.43144596427889
"OPLAH",0.101491301901604,5.7464432056356,1.46319062773654,0.144878648764995,0.281312971696306,-5.43154969317936
"TRIM9",0.141591592354884,5.79010362965175,1.46240340668022,0.145093942432801,0.281680493942968,-5.43266833551246
"SH2D2A",0.0873996289954345,5.98193991809658,1.46220409868035,0.145148489441226,0.281703617974716,-5.43295145891411
"ASF1B",-0.095139744457769,6.25300390340319,-1.46216975278507,0.145157890891377,0.281703617974716,-5.43300024453998
"BOLA1",0.0657433925977318,6.07801971825693,1.46170958546607,0.145283897103878,0.281897626154782,-5.43365376749768
"CD248",0.123679993471129,7.73999275095827,1.46112270337133,0.145444723614009,0.282159115314257,-5.43448695649395
"MX1",0.148414786262647,6.78269086862266,1.46076099421019,0.145543913110381,0.282300957944482,-5.43500030706151
"HRASLS2",-0.118301709614602,6.07088165082922,-1.46052439484376,0.145608822652719,0.282376271334584,-5.43533602996426
"RNF32",0.138844759489255,4.94881433898272,1.46039524107768,0.145644264588726,0.282394422045512,-5.43551927034446
"PBOV1",-0.105509348378375,4.56045934144642,-1.46014296917406,0.145713511366769,0.28243841882718,-5.43587714209766
"AEBP1",0.182354855549422,8.96621439599906,1.46008350337241,0.145729837987029,0.28243841882718,-5.43596149118527
