"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NPY1R",0.42752526933065,5.09074693599157,2.82394991149392,0.00519036136934435,0.024976018909285,-2.63637268297155
"TRMU",-0.170508580521223,5.3916660942759,-2.82250975066859,0.0052128778179178,0.0250732244045296,-2.64021649504033
"XPA",0.121582795755144,6.81181143338353,2.82191742793986,0.00522216435686957,0.0251067377850031,-2.64179688645747
"OR52A1",0.231035080235923,5.58251111170829,2.82170568614135,0.0052254877318994,0.025111564879394,-2.64236176558367
"RRP1B",-0.189573272903221,6.1243651591522,-2.82138283924578,0.0052305586509911,0.0251203271178078,-2.64322297232048
"NYX",-0.187918480852287,6.18396184321789,-2.82107955895235,0.00523532631737914,0.0251203271178078,-2.64403190119275
"HEXB",0.221655164939021,8.92315562549259,2.82104861995805,0.00523581291075177,0.0251203271178078,-2.64411441915539
"CRYGB",0.277752803525121,4.68437240347911,2.82099910794192,0.00523659169713608,0.0251203271178078,-2.64424647182224
"LMAN2L",0.158017946048799,6.49910777995621,2.82048513803386,0.00524468228035632,0.0251479960360575,-2.64561714545618
"BCAS1",0.252012813508401,5.99575212439135,2.82023667321471,0.00524859752939761,0.0251556287962762,-2.64627967747402
"ZNF225",0.208521889924154,6.08763746210736,2.81979543044156,0.0052555570813863,0.0251649022250793,-2.64745611902253
"DLEU2L",-0.270377436197624,4.00234308018869,-2.81969305077489,0.00525717307575532,0.0251649022250793,-2.64772905932092
"HEY1",0.264860040524413,6.69349704852724,2.81967201273885,0.00525750520302295,0.0251649022250793,-2.64778514478746
"PSG2",0.250500552274283,5.47405275878003,2.81899079784193,0.00526826985648155,0.0252052840194988,-2.64960099136255
"SLC6A12",0.191479045917072,6.08090025485139,2.81803558000491,0.00528339811077268,0.0252664979440529,-2.65214653531928
"ZMYM1",0.165313767516839,5.7132431790994,2.81780993728566,0.00528697749001993,0.0252724526642145,-2.65274773005334
"COL2A1",0.574108651915992,7.02932180323755,2.81738583559201,0.0052937110009763,0.0252934726423523,-2.65387757133226
"NDEL1",-0.160024202521518,8.38258079828467,-2.81625614157781,0.00531168536031458,0.02536708682029,-2.65688639850985
"NCAM1",0.225867509602462,5.7428698109248,2.81612323094582,0.00531380372295352,0.02536708682029,-2.65724031916032
"DVL3",-0.133282108021186,7.75069285084312,-2.81464592827602,0.00533740112608397,0.0254685068277264,-2.66117310728181
"LGI1",0.380860368455112,4.51454592736894,2.81446095451437,0.00534036247150407,0.0254714116647465,-2.66166539876458
"H2AFZ",-0.176077617959866,8.1199993668758,-2.81430440778829,0.00534286988036186,0.0254721497995059,-2.66208201074514
"MICA",0.176658761997587,6.85315641906061,2.81374277270198,0.00535187440227401,0.025503848659076,-2.66357649251216
"ING3",-0.133093397733473,6.41220586252822,-2.81355012155964,0.00535496629582934,0.0255073559546609,-2.66408906348974
"PPP2CB",-0.176829957444516,7.92896747442361,-2.81292536827018,0.0053650042542691,0.0255439318649831,-2.66575106909224
"PWWP2A",0.175953873967592,5.54089474573666,2.81134643005287,0.00539044948275831,0.0256520334443694,-2.66994992844879
"ZNF675",0.231416352230958,6.06169093869286,2.81122274087793,0.00539244741104504,0.0256520334443694,-2.67027876187874
"ITGA4",0.246553720868022,5.75815677755572,2.81027245165706,0.00540781972807934,0.0257138621852942,-2.67280470254474
"MOCS2",0.181736732213256,6.32553516206819,2.80932925129638,0.00542311675906144,0.0257752788192968,-2.67531101741204
"SALL1",0.303962122248868,4.11010190841673,2.80778909232255,0.00544817997781413,0.0258830384465966,-2.67940192065888
"ANKRA2",-0.178140697671949,6.17088189875018,-2.80718378356389,0.00545805904028773,0.0259132843029284,-2.6810091459239
"ETFB",0.20101389234811,7.73343032854635,2.80710578061473,0.0054593332866888,0.0259132843029284,-2.68121623719639
"HEATR3",-0.186676459351334,5.40992457019673,-2.80655876611347,0.00546827684723153,0.0259443617112076,-2.68266836476303
"KLHL2",-0.174334414187758,6.07141577835005,-2.8059946781248,0.00547751350125138,0.0259768018738715,-2.68416554142971
"EIF3M",-0.190014546898601,7.99352263824687,-2.80560966885901,0.00548382597261762,0.0259953519288665,-2.6851872552265
"PSMC6",-0.139929803816291,7.19582241670797,-2.80437229319312,0.00550415833194002,0.02608031608749,-2.68847004573631
"MRPL2",-0.171794885277111,6.60635898687778,-2.80394690484465,0.00551116405574345,0.0261020880277928,-2.68959830205005
"HRH2",-0.241363318382129,5.91775147734273,-2.80257408064498,0.00553382842097831,0.0261979712785012,-2.69323835681251
"ELAVL1",-0.125497997301615,6.50170556054472,-2.80137042125496,0.00555376964727758,0.0262761187166079,-2.6964285090789
"SLC8A1",0.182760475875739,6.05256271509035,2.80128487371408,0.00555518941002268,0.0262761187166079,-2.69665519400159
"ATP6AP1",0.229628745432461,8.68569678082161,2.80088814911629,0.00556177783666477,0.0262957941648775,-2.69770635575299
"ATP7B",-0.130732951891434,5.9930413967247,-2.80064313868663,0.00556585028370302,0.0262967543869357,-2.69835546655436
"GTF2E1",0.13006651941755,6.1813659291967,2.80058370582125,0.00556683855683539,0.0262967543869357,-2.69851291523781
"DNAJC17",0.21987331336552,5.88772412283838,2.79989053090929,0.00557837672315028,0.0263397665859346,-2.70034903522101
"TBX5",0.289922509651401,5.42925923620753,2.79859842686032,0.00559994231755837,0.0264250366558168,-2.7037705060824
"HBP1",-0.171301230542526,6.87238506555009,-2.79851621621813,0.00560131699686889,0.0264250366558168,-2.70398814896471
"C6orf211",0.158055480939712,6.19365451095659,2.79810539425664,0.00560819112187313,0.0264459430646866,-2.70507566227665
"RXRG",0.217266152209966,5.41195868588827,2.796856736956,0.00562913149733824,0.0265331330960736,-2.708380154102
"EPN1",-0.246126814248437,6.43970592693891,-2.7958665794982,0.0056457872173097,0.0266000601400401,-2.7109995695861
"XCR1",-0.199116483424083,5.86683393344449,-2.79559059647375,0.00565043757741023,0.0266103904526405,-2.71172951644924
"NUDT4",-0.275751687382294,4.78915862634153,-2.79473031769876,0.00566495575482511,0.0266671634597789,-2.71400443668402
"ING1",-0.195163383346757,6.98197030159798,-2.79289757269748,0.00569599844609654,0.0268016406674869,-2.71884877869401
"ACACA",-0.247541218709961,6.36286760570313,-2.79270390592087,0.00569928774692456,0.0268054684778246,-2.71936050962738
"IFI6",0.261044149296882,7.82259546406761,2.79240837958597,0.00570431038922709,0.0268174418515682,-2.7201413233342
"ANAPC5",-0.127223895108825,8.2687090104224,-2.79061293657284,0.00573491148833957,0.0269496035955957,-2.72488343655651
"SPTLC3",0.253712505726672,4.79192661882431,2.78985956401601,0.0057477961311234,0.0269984332805523,-2.72687239635821
"SNUPN",0.157166885383309,7.06863733103788,2.78918419282804,0.00575936908570016,0.0270410620515506,-2.72865500294712
"RHOB",-0.295563942807357,8.1460884501892,-2.78902475846946,0.00576210418943821,0.0270421768786508,-2.72907576306267
"CDKN2A",0.178313897826729,6.22418206637327,2.78864228344821,0.00576867037511338,0.0270612626305687,-2.73008505442078
"STAM",-0.140565836885677,6.54614422593765,-2.78749716070313,0.00578837004899684,0.0271338868924856,-2.73310608470317
"LDHB",-0.175759116666422,8.38327964625809,-2.78745108282721,0.00578916400864891,0.0271338868924856,-2.73322762193656
"NOC4L",-0.193297585981324,6.41133342825769,-2.78661693548318,0.00580355416010132,0.0271895633454855,-2.73542748677447
"DDA1",0.211369318590184,6.93349483350957,2.78593245835715,0.00581538655030243,0.0272323837753861,-2.7372321754561
"CAPN5",0.182980035724612,5.85118541448137,2.7857973601185,0.00581772454719387,0.0272323837753861,-2.73758832609866
"MGST3",0.209486065373852,9.1499091398588,2.78543867241118,0.00582393610261064,0.0272496785578935,-2.73853383321029
"MAT2A",-0.192539941470007,9.40278451848827,-2.78440727903801,0.00584183076459559,0.0273122339308844,-2.74125197441296
"BTBD1",-0.144720674000177,6.86182556961807,-2.78437733981144,0.00584235095445907,0.0273122339308844,-2.74133086249629
"GPX1",0.228165919454279,9.31048202951386,2.78370315092865,0.00585407603199029,0.027355235735157,-2.7431071015706
"HDAC9",0.181862646569393,5.97198372246256,2.78334026910781,0.0058603958878987,0.0273729535281619,-2.7440629959863
"HBB",0.544640929557154,9.69774386534792,2.7827309550617,0.00587102147476828,0.027410758735367,-2.74566777584955
"EXT1",0.22304001542769,7.25297843042333,2.78158521496809,0.00589104895220172,0.0274924081920207,-2.74868448330742
"SMARCD1",-0.14802066144724,6.18073341228252,-2.78101753511489,0.00590099492157792,0.0275269590762275,-2.75017874392656
"ZNF143",-0.193995215420856,6.23867964542071,-2.77883541853639,0.00593936848654267,0.0276940321291118,-2.75591992670328
"ASXL3",0.299534653655434,5.4809626289653,2.77682079308713,0.00597499753853639,0.0278453407256613,-2.76121672130658
"IFRD2",-0.176393646030731,6.6055788149577,-2.77664191757849,0.00597817034270852,0.0278453407256613,-2.76168684310223
"DUSP5",-0.288116904120661,5.95976973756546,-2.77652636844957,0.00598022070790894,0.0278453407256613,-2.761990515131
"KPNA2",-0.163948669591215,7.44867844398776,-2.77642014929251,0.00598210607997489,0.0278453407256613,-2.76226965691747
"NKG7",0.370222591913921,4.97352638494266,2.77599426701649,0.00598967083575955,0.0278595461687257,-2.76338876725584
"PTPLA",-0.286716737187239,5.88405326932681,-2.77595863236361,0.00599030419144669,0.0278595461687257,-2.76348239883279
"PRPS2",0.205341107775942,6.13588641264803,2.77529739986171,0.00600206769680608,0.0279022700529495,-2.76521961296222
"CD34",0.226570665360432,6.96027955116504,2.77451357887016,0.00601603922981684,0.0279552174855051,-2.76727839802655
"ANXA4",0.190985029938346,8.01113141661447,2.77358036617413,0.00603271212905122,0.0280190864158771,-2.76972887092944
"P2RY2",-0.285026021006211,5.33886804159803,-2.77345474014302,0.00603495977850055,0.0280190864158771,-2.77005868705905
"SLC38A6",0.158264065842562,7.68610374622323,2.77250441541123,0.0060519872242856,0.028079325195416,-2.77255320140676
"GOLGB1",-0.14010588735985,7.07606939159568,-2.77229921944768,0.00605566953957732,0.028079325195416,-2.77309171752103
"PLAT",0.273576747953795,6.33929507433543,2.7721546782791,0.0060582646026941,0.028079325195416,-2.77347102901064
"TCTN1",0.206608684664474,6.75778710189859,2.77215224646694,0.00605830827158879,0.028079325195416,-2.77347741052519
"SERPINH1",0.367985959991236,8.34477166633798,2.77182889087992,0.00606411742389888,0.0280942230845328,-2.77432590768997
"CD74",0.334375421067397,9.22714703958249,2.77136075332633,0.00607253656818605,0.0281211947920233,-2.77555415519529
"HGF",0.202122293702962,5.96249780159847,2.77095475137387,0.00607984682825597,0.0281430105213884,-2.77661922209454
"OVGP1",-0.177766736905538,6.30166555550082,-2.77013092856258,0.00609470468979783,0.028189212894777,-2.77877991486332
"HLA-DOA",0.156352595760113,6.1300950154842,2.76986911952336,0.0060994333762243,0.028189212894777,-2.77946645315355
"SPAST",0.16093853175187,5.66356540542801,2.76965111232611,0.00610337347072945,0.028189212894777,-2.78003808445626
"ISG15",0.2683810808905,7.39150515122292,2.7696175131115,0.00610398092236949,0.028189212894777,-2.78012618041077
"ZNF415",0.152120930327851,6.01333494896853,2.76960442847811,0.00610421749874602,0.028189212894777,-2.78016048758891
"TBX1",0.287972797335379,5.11984093402439,2.76953628325896,0.00610544973106606,0.028189212894777,-2.78033915811341
"CD93",-0.214645823862509,7.097327254876,-2.7690760711294,0.00611377740078356,0.0282156299736929,-2.78154568521414
"MYBPH",-0.224750262334438,5.24817220599487,-2.76857903040882,0.00612278306451444,0.0282451522111197,-2.78284855564804
"DZIP3",0.187757628629967,5.7473431904084,2.76836336241532,0.00612669439994939,0.0282511585469557,-2.78341380881885
"FBXO24",0.236518202977875,5.36759268779456,2.76793059654097,0.00613454983953336,0.0282750665676597,-2.78454793935983
"WT1",0.185169031882302,4.54086935360051,2.76779008737007,0.00613710228447402,0.0282750665676597,-2.78491613014285
"PDE1B",-0.254068180871555,5.39228165843554,-2.7675584050625,0.00614131305498188,0.0282824314956567,-2.78552319343484
"ABHD8",0.233423542844742,5.60397024020831,2.76698873567663,0.0061516778031593,0.0283112204215098,-2.78701566320945
"TM9SF4",-0.143535572108438,6.82656999077906,-2.76675247384298,0.00615598107875104,0.0283112204215098,-2.78763455888962
"LTBP4",-0.235426660203796,8.17776745321338,-2.76671157175209,0.00615672634701329,0.0283112204215098,-2.78774169828043
"HIST1H2BH",-0.249324760430341,5.46646626663918,-2.76664037308582,0.00615802383787343,0.0283112204215098,-2.78792819334535
"DDX60",0.201448615897358,6.1569078473585,2.76643108570122,0.00616183922810283,0.0283167374035099,-2.78847636689286
"ZNF253",0.139022928259652,6.72302881721927,2.7660405724432,0.00616896416837397,0.0283374522914658,-2.78949911114204
"HEBP1",0.159242548079487,7.76925953734446,2.76587620361534,0.00617196532183031,0.0283392148174117,-2.78992954877397
"DIXDC1",0.208770041136921,7.24470503208966,2.7650141734261,0.00618772652163797,0.0283995400804469,-2.79218658404052
"RAB36",0.123456136179158,6.78009211927522,2.76331006138271,0.00621899161686547,0.0285263070892845,-2.79664649994901
"KCNE1",0.195742738676245,7.01418782905994,2.76322172832277,0.00622061614831447,0.0285263070892845,-2.79687761109034
"BIN1",-0.190446228360055,8.00283156432879,-2.76265886651655,0.00623097676754663,0.0285617211948465,-2.79835009925377
"PRKAR2B",-0.347809510926138,6.62872612794456,-2.76134492390302,0.00625522347179541,0.0286607298049636,-2.80178638506422
"METTL3",-0.172376299553439,6.59200206462467,-2.76097360789634,0.00626209099706188,0.028680058893904,-2.80275719308126
"ALS2CL",0.108409045025701,6.51155883222374,2.76025346467641,0.00627542960046523,0.028728996314688,-2.80463966603922
"EXT2",0.151017694651622,7.58760249126257,2.76005394435038,0.00627912969998657,0.0287337858249174,-2.80516113654724
"ATP6V0D1",0.155188364949851,7.76088030817838,2.75852234878016,0.00630759902220108,0.028851869291665,-2.80916297965011
"TFDP1",0.170908375182781,7.66317464082945,2.75676927443776,0.00634032875093708,0.0289867328636477,-2.81374098037208
"RIT1",0.139061899252739,6.20418987808104,2.75665461265372,0.00634247482856795,0.0289867328636477,-2.81404031532456
"RRP12",-0.220391282393445,6.15342734049905,-2.75651361625935,0.00634511470276578,0.0289867328636477,-2.81440838328554
"CEBPA",0.326095200842162,6.63042471532745,2.75634322115919,0.00634830633748198,0.0289890817022005,-2.81485317255225
"MAPK7",-0.168321236935206,6.73223961480977,-2.75562929475023,0.00636169456648171,0.0290379709406819,-2.81671648571525
"KCNAB3",0.230329388654066,6.62124285885136,2.75525382610215,0.00636874597476224,0.0290579067293514,-2.81769626048241
"DHPS",-0.183163188207313,6.78863899857926,-2.75497437687548,0.00637399870743178,0.029069622580187,-2.81842539470261
"BCL7A",-0.233996165738747,4.96609801093091,-2.75387233652764,0.00639475175553171,0.0291432418076352,-2.8213001493553
"TSPAN31",0.155379241855213,7.49222667527885,2.7534758510658,0.0064022331258084,0.0291432418076352,-2.82233414966083
"SSBP2",0.159755719577253,7.2559367400362,2.75337538568269,0.00640413008787191,0.0291432418076352,-2.82259613283153
"PEBP1",0.13384414551997,8.36141377058106,2.75333520098693,0.00640488898775624,0.0291432418076352,-2.8227009198098
"TNFRSF10D",-0.316613099660138,5.44810861293512,-2.75333062580133,0.00640497539665836,0.0291432418076352,-2.8227128501291
"GLIPR1",0.208905207800318,7.27838743178825,2.75326096012385,0.00640629126278488,0.0291432418076352,-2.8228945090658
"ZFP36",-0.427603020505049,8.89344082160819,-2.75287129588063,0.00641365587507501,0.0291644906171512,-2.823910511532
"PUS3",-0.147670448068265,6.70510786586141,-2.75257405589994,0.00641927883527526,0.0291778051845194,-2.82468543896288
"KTN1",-0.147593155221054,7.82941419345791,-2.75204971831351,0.00642920874537467,0.029210676914046,-2.82605223752549
"SLC6A5",-0.176719193622997,4.95477321199304,-2.75179414812001,0.00643405377898286,0.0292204279635266,-2.8267183483418
"ITGA6",0.167675900377268,6.8441139790794,2.75137790265095,0.00644195193448032,0.0292440308572824,-2.82780311540402
"ZNF12",-0.131431100805126,6.09372045842152,-2.75094898291552,0.00645009976904654,0.0292668951127933,-2.82892075287202
"NQO2",0.183318717106427,7.13139207069941,2.75082825544293,0.00645239481243536,0.0292668951127933,-2.82923530358529
"LAG3",0.351033838208107,6.38565029456496,2.750678863077,0.00645523580291853,0.0292675201164987,-2.82962452178131
"MMP13",0.608379031131101,4.96088262270248,2.7492824687097,0.00648184584685487,0.0293758664645867,-2.83326165565639
"DYNC2LI1",0.222264170284478,6.50349018329773,2.74880559392152,0.00649095602928347,0.0294048455770093,-2.83450335922683
"GBP2",-0.152588407821866,7.7317587704899,-2.74814896301928,0.00650351924033202,0.029449436560048,-2.83621279023906
"ACADVL",-0.159268236515078,8.78150663569164,-2.74734369153012,0.00651895643328929,0.0295069988725849,-2.83830866396454
"TGM2",-0.330692734611355,6.947578757273,-2.74709209716234,0.00652378634066179,0.0295165209821752,-2.83896336946561
"CDC42",-0.197714693781511,7.66718971215011,-2.74648281151632,0.00653549635028023,0.0295558789155297,-2.84054863751173
"TUBGCP2",-0.148641337016633,7.26160772471841,-2.74635553284004,0.00653794495268252,0.0295558789155297,-2.84087975584471
"AGPAT3",-0.160020459772665,5.35071378350912,-2.74605968194665,0.00654363977812279,0.029569277077519,-2.8416493634179
"WISP3",0.316344581558164,5.67107427743833,2.74492046941303,0.0065656104271955,0.029656180265017,-2.84461211749347
"MRPL3",-0.179344540395895,7.73883199801694,-2.74453176409351,0.00657312220038615,0.0296777289672981,-2.84562276304772
"HOXC10",0.199812953456858,6.79293708608049,2.74370620930639,0.00658910196174749,0.0297374768402835,-2.84776878857069
"EMP2",0.161754452732438,7.79449505220874,2.7435149014742,0.00659281000785566,0.0297418141479388,-2.84826600657621
"CKAP5",-0.144134061236235,6.89839710752873,-2.7430426104492,0.00660197233506775,0.0297707432202326,-2.84949337489858
"AGBL2",0.145806112105345,5.15578590060989,2.74271592950379,0.00660831660748515,0.0297869458406502,-2.85034222335279
"NBEAL2",-0.226172400751809,5.74096661922637,-2.74116773797334,0.00663845823354506,0.02991035676013,-2.85436376792588
"SIX1",0.312662925425581,6.66317374922976,2.74087479760451,0.00664417545259747,0.0299236637376343,-2.85512446492014
"MMRN1",-0.281636158772384,4.88774644685192,-2.74043495601843,0.00665276806546745,0.0299499043013788,-2.85626648760614
"SEMA3A",0.310919855109583,5.86947743893352,2.73952315589274,0.00667061277145412,0.0300177574715436,-2.85863337938666
"TIMM9",-0.157763248565526,6.67748235268787,-2.73922117919132,0.00667653225801847,0.0300319130692006,-2.8594171024847
"SLC1A4",0.179479337580472,7.2069054685913,2.73843447256078,0.00669197598249114,0.0300888803830696,-2.86145847228096
"CHD5",-0.200368884164979,6.02614170094529,-2.73753187106926,0.00670973465214083,0.0301562046819131,-2.86379989716097
"FRYL",-0.12810038873197,6.71367086687056,-2.73676798430762,0.00672479742814238,0.0302113617238579,-2.86578092288479
"FAM64A",0.234703603944538,5.72397184851426,2.73560913928265,0.00674770666848463,0.0302968530243737,-2.8687852309721
"MS4A1",0.219578181836348,4.9510890529439,2.73552243239714,0.00674942361640246,0.0302968530243737,-2.86900997111833
"MMP26",0.22818714517647,5.23594815420803,2.7350889793006,0.00675801267597008,0.0303115063965269,-2.87013336160067
"BHMT",0.229021617634592,4.93368637622244,2.73489594115696,0.00676184099261297,0.0303115063965269,-2.87063360971124
"ZBBX",0.232924414990769,3.75705887094046,2.73477128910329,0.00676431412473242,0.0303115063965269,-2.87095662143
"ITK",0.224835125623126,5.65495795075004,2.73468642405809,0.0067659983396776,0.0303115063965269,-2.87117652495912
"MUC1",-0.209333727702468,6.7953916621806,-2.73440409446514,0.00677160412891056,0.0303115063965269,-2.87190805574529
"ZNF230",0.16633130015737,5.68643694413741,2.73440382570014,0.00677160946737033,0.0303115063965269,-2.871908752096
"HES1",-0.264374416964763,6.29709505637786,-2.73433067408903,0.00677306261413732,0.0303115063965269,-2.87209828027051
"CYP17A1",-0.203944301166319,6.42172311766232,-2.73422888968023,0.00677508501704951,0.0303115063965269,-2.87236198517546
"MON2",-0.172158760074377,7.67492148833955,-2.73338798239519,0.00679181432443442,0.0303738016070432,-2.87454027345447
"ZNF711",0.268260174601547,4.71683831870232,2.73312899134466,0.00679697430869645,0.030384327349404,-2.87521103884383
"MRPL35",0.250318887633539,5.97940636876804,2.73131661711726,0.0068331823647845,0.0305335804636904,-2.8799032819967
"ANXA2P3",0.18646675689856,6.28593391021933,2.73103511534632,0.00683882190895234,0.0305461736007537,-2.88063183101313
"CPVL",0.231927939109084,6.56454336488288,2.7306207795043,0.00684713028285047,0.0305706719886276,-2.88170403798663
"CDH2",0.254434158332557,6.28935683364474,2.7303087751583,0.00685339270477412,0.0305860192970278,-2.88251133432066
"NOX1",0.223895857392627,5.79388023598802,2.72927933018646,0.00687409207207773,0.0306657580817411,-2.88517436465882
"EIF3G",-0.164790803895704,7.9446033644897,-2.72877118763462,0.006884330286889,0.030698782543718,-2.88648851369552
"FBXL18",0.168554830139251,5.93871194785447,2.72817081305437,0.00689644459872979,0.0307401423097767,-2.88804089784285
"FCGRT",0.19295913025879,8.7037677973667,2.72569608783184,0.00694658325070864,0.0309455542808895,-2.8944364182013
"VPRBP",-0.185013751012087,5.87893533861978,-2.72561437274244,0.00694824443122217,0.0309455542808895,-2.89464750521133
"RFX5",0.14172249157145,6.65988618256939,2.7240330512837,0.00698046184404763,0.0310762583821972,-2.89873122542989
"LAIR1",0.197394841833938,8.57325007141999,2.72339288553136,0.00699354278075979,0.0311216965422467,-2.90038380852872
"ITGA3",0.211645050434883,5.79464343523397,2.72306720197637,0.00700020619616339,0.0311385507337145,-2.90122441932146
"TUBB2B",0.390782115051792,6.37978190268258,2.72270309569741,0.00700766252954434,0.0311589167176085,-2.90216409082539
"CCDC69",-0.233927950953558,6.51518985141742,-2.7209559687721,0.00704354100150775,0.0313055904857654,-2.90667138037381
"RAB27B",0.28556892351565,5.38233549513192,2.72076126876953,0.00704754957157324,0.0313105536362017,-2.90717350624866
"G3BP1",-0.146295881609709,7.2460278175356,-2.71976740238229,0.00706804389275426,0.0313856064658667,-2.90973613832364
"RNF130",0.181276128894469,7.72093669849858,2.71966103194873,0.007070240525561,0.0313856064658667,-2.91001035719854
"RC3H1",-0.14711111701921,6.0876899428167,-2.71930955407763,0.00707750320921258,0.0314007025137738,-2.91091638253018
"GZMB",0.258441665452227,5.56549806025738,2.7192157978836,0.00707944165845774,0.0314007025137738,-2.91115804499209
"JAK1",-0.160122396451212,6.95673789434673,-2.71897083540566,0.00708450862779334,0.0314103091372311,-2.91178941447867
"GTPBP1",-0.121890156866092,6.52563989952617,-2.71837404428627,0.00709686678598235,0.0314522213228944,-2.91332736984687
"CUL4B",0.146461152610626,7.07151064519114,2.7180560905596,0.00710345882424404,0.0314685551105115,-2.91414662128734
"ST6GALNAC5",0.21701636447968,5.64849869366359,2.71770290064598,0.00711078789330425,0.0314881392723129,-2.9150565589134
"E2F4",-0.202307899468598,7.22016045174666,-2.71731645046789,0.00711881498026227,0.0315107971346278,-2.91605206007795
"PRMT2",0.152961992739773,7.25369232782809,2.71617944055341,0.00714247972635147,0.0315912292896545,-2.91898024873954
"TROVE2",-0.136605450913121,7.39465261258187,-2.71616304038375,0.00714282158502578,0.0315912292896545,-2.91902247641955
"SPRY2",-0.210075567348329,7.07557632141526,-2.7153220883822,0.00716037091967998,0.0316373711167633,-2.92118746798189
"USP8",-0.170951941946276,6.72001881499904,-2.71530905056512,0.00716064330478918,0.0316373711167633,-2.92122102831334
"UQCRQ",0.204382189948872,8.72632838993618,2.71524313456465,0.00716202056037563,0.0316373711167633,-2.92139069880616
"BTG2",-0.322736762331688,7.8327296782658,-2.71482966411865,0.00717066511674573,0.0316626391594641,-2.92245490115841
"NIT1",0.110167786059727,6.51474107746619,2.7143085278844,0.00718157410982419,0.0316978813237124,-2.9237960017097
"GK2",0.253441269844557,5.24255648054989,2.71407491904775,0.00718646913281178,0.0317065612473322,-2.92439709663856
"PTRF",0.147920022971293,10.0497819188953,2.71279274637098,0.00721338942607814,0.031812369578879,-2.92769537474293
"GPRASP1",0.18832624814274,6.382533656687,2.71249367917664,0.00721968168707941,0.0318271553851827,-2.92846449025096
"MAP1S",-0.154521285974736,7.3046208611773,-2.71233961050812,0.00722292516938349,0.0318284944277229,-2.92886068006838
"MEN1",-0.118220528637632,6.30841551492068,-2.7106372741199,0.00725885083448707,0.031973790880794,-2.93323686642029
"TP53I3",0.203270108066265,6.90407416163603,2.70982547092821,0.0072760397138822,0.0320265436808124,-2.93532286231756
"TYK2",-0.179717044701154,6.88934853911856,-2.70979228843991,0.00727674309178892,0.0320265436808124,-2.93540811509338
"NUCKS1",-0.162876454766404,8.71168006480912,-2.70893034026219,0.00729503557364134,0.0320938936352611,-2.93762229986145
"YIPF2",0.189821060249782,6.37313040638113,2.70879205557603,0.00729797415073547,0.0320938936352611,-2.93797746640555
"SPIN1",-0.178501711348165,6.48968249336459,-2.70796283297039,0.00731561774301944,0.0321584219665739,-2.94010686411187
"DNAJA4",-0.233396605673055,6.77128670031786,-2.70773810583097,0.00732040595564602,0.0321664104228001,-2.94068384626969
"TRIT1",-0.135154591992498,6.28638059131509,-2.70743019315933,0.0073269711821146,0.032182197561361,-2.94147433302383
"AGTPBP1",-0.176543728208838,5.98053799461379,-2.70636906162402,0.0073496371018165,0.0322686621660046,-2.94419787374943
"HOXA10",0.180122514916353,6.94915737303755,2.70615511527359,0.00735421469213473,0.0322722385231658,-2.94474687603673
"MARCO",0.410685856033291,8.16041654525793,2.70605240917891,0.00735641310383054,0.0322722385231658,-2.9450104131571
"CD244",0.209252593971964,5.25145332369665,2.70484609388887,0.00738227861139245,0.0323725923554257,-2.9481050412109
"TIMP1",0.291957098660209,10.2538124954211,2.70459554614281,0.0073876610851166,0.0323830795824119,-2.94874762398313
"ZNF821",0.24234563491623,5.73867914411572,2.70413956260747,0.00739746599757822,0.0324129357975635,-2.94991694792498
"POMC",-0.182665454326959,4.98246010911507,-2.70377592566373,0.00740529362487079,0.0324240071050118,-2.95084932654356
"C1GALT1C1",0.187779321591302,6.93977498312874,2.70374395287588,0.00740598222690441,0.0324240071050118,-2.95093130036573
"ATHL1",-0.253245452193568,6.10283997926868,-2.70303451614805,0.00742127634367919,0.0324778330529566,-2.95274996581549
"RAB27A",-0.190370551276806,6.39909163491032,-2.70280900092748,0.00742614399815122,0.0324860044719124,-2.9533279886127
"PLAGL1",-0.155654195385082,7.48640985957939,-2.70150090745477,0.00745443558232412,0.0325965969506556,-2.95667990340249
"CDC42EP2",-0.204415058564362,6.35669501781653,-2.70024926235001,0.00748159738924539,0.0327021618624788,-2.95988575568231
"REL",-0.17593781882076,5.73691691684907,-2.70006639157609,0.00748557332118838,0.0327063367023836,-2.96035402857949
"OR2J2",0.23283181088306,5.40797214154452,2.69895285251315,0.00750982482726308,0.0327990614783289,-2.96320480345024
"RFX3",0.156061914144314,6.10932852385454,2.69881108996253,0.00751291732619325,0.0327993370526993,-2.96356765149663
"WBSCR16",0.145349414463987,7.09031419515778,2.69864209158455,0.00751660546736199,0.0327997409439021,-2.96400018772029
"RAB5B",-0.156032617436223,6.87910432666348,-2.6985292619083,0.00751906871919877,0.0327997409439021,-2.96428895111403
"HIST1H3I",-0.261465899464317,5.06010968724221,-2.69809464068738,0.00752856400674213,0.032827934958114,-2.9654011658124
"NRXN3",0.227097550958845,5.0634168427722,2.69778459977055,0.00753534416975145,0.0328442718703297,-2.96619447194592
"PKP4",-0.171061407293512,6.39638322871688,-2.69628874410028,0.00756813398153564,0.0329739181561716,-2.97002074432034
"RRN3",-0.174152058047673,6.10033659264702,-2.6959234563532,0.00757616079363171,0.0329956125955956,-2.97095481875305
"P2RY13",0.261815818928473,5.47057164731616,2.69562370872176,0.00758275317112403,0.0330110448668114,-2.97172121288095
