"","B_cells_naive_CIBERSORT","B_cells_memory_CIBERSORT","Plasma_cells_CIBERSORT","T_cells_CD8_CIBERSORT","T_cells_CD4_naive_CIBERSORT","T_cells_CD4_memory_resting_CIBERSORT","T_cells_CD4_memory_activated_CIBERSORT","T_cells_follicular_helper_CIBERSORT","T_cells_regulatory_(Tregs)_CIBERSORT","T_cells_gamma_delta_CIBERSORT","NK_cells_resting_CIBERSORT","NK_cells_activated_CIBERSORT","Monocytes_CIBERSORT","Macrophages_M0_CIBERSORT","Macrophages_M1_CIBERSORT","Macrophages_M2_CIBERSORT","Dendritic_cells_resting_CIBERSORT","Dendritic_cells_activated_CIBERSORT","Mast_cells_resting_CIBERSORT","Mast_cells_activated_CIBERSORT","Eosinophils_CIBERSORT","Neutrophils_CIBERSORT"
"GSE55235_GSM1332214",0.0232118006768058,0,0,0.0333714615967546,0,0.0429610872500299,0,0.0725032033079442,0.030978960936299,0.0352769034436527,0,0,0.169965451852009,0.209484900571915,0.0702726843839302,0.25655484629429,0,0,0.0445702015724372,0.0108484981139317,0,0
"GSE55235_GSM1332215",0.0200228667435479,0.0222546678482112,0.068099171113684,0.0331481296811681,0.0173363377424095,0.0209856859404745,0.0573564601668922,0.0171507792661576,0,0,0.0515618723355087,0,0.0574666404236958,0.060424770171707,0.0212362627336459,0.266125640341203,0.0079906603298967,0,0.226922564938924,0,0,0.0519174902228741
"GSE55235_GSM1332216",0.000650602769903341,0,0,0.00855178480997406,0,0.0432026889247819,0,0.000915565081786047,0.0442280404136274,0,0.0497347992837878,0,0.170410634233321,0,0.0797088900636014,0.317651772619187,0.0184773965306096,0,0.264724885658019,0,0.00174293961140129,0
"GSE55235_GSM1332217",0,0.0510495885831269,0,0.00960322415555511,0,0.0431949867644262,0,0.0283795818933666,0.0704433404577591,0,0.0431570630670072,0,0.0172787728914945,0.281456120782134,0.0373441053066642,0.273671322757915,0,0,0.136954895627601,0,0,0.00746699771295009
"GSE55235_GSM1332218",0.0410204280987769,0,0.00959262955841382,0.0295110823595301,0.0388968183010768,0,0,0.0122642835262278,0.0450444284661131,0,0.040807296473022,0.0107170445524316,0.0195646711326388,0,0.0359186877237078,0.521716788298257,7.20401771013173e-05,0,0.0809994939716335,0,0,0.113874307361069
"GSE55235_GSM1332219",0.031766748324692,0.0123357752555391,0,0.0677382628920788,0.0103427344378117,0.0182114313574291,0,0.0204519745590671,0.0610858651283521,0,0.0538562587243437,0,0.0916991823418302,0,0.0333953815530966,0.341862943048865,0,0,0.257253442376894,0,0,0
"GSE55235_GSM1332220",0.015936333923028,0.0480140569835843,0.0316157590977456,0,0.0830446454426497,0.066441918585845,0,0.0232072293062096,0.0447626929165151,0,0.11218567842138,0,0.063182742036477,0,0.0670099075008103,0.288666634633862,0.075565135446109,0,0.0803672657057851,0,0,0
"GSE55457_GSM1337327",0.0934150045807829,0,0.065568850177307,0.0128964637206639,0,0,0,0.152433392721169,0.0223359199914082,0.0027033425628413,0,0,0.0448153787511029,0.067162127513957,0.0956584526990732,0.268984841939512,0.0241211679088843,0,0.144433719951696,0,0,0.00547133748160146
"GSE55457_GSM1337328",0.0755759642697012,0,0.00523374470675388,0.0398995380443248,0,0.0607063771875957,0,0.123008721253557,0,0,0.0133586186143524,0,0.0719875071369437,0,0.096240159868526,0.325945999677448,0.0357132741951229,0,0.112268486417213,0,0,0.0400616086284624
"GSE55457_GSM1337329",0.0277890804084331,0,0.0543862618173614,0.0581928566203207,0.00941529465658407,0.00356673169552877,0,0,0.0683081628910785,0.00510691032389621,0.0198602201569813,0,0.100555011342204,0,0.0687703717380169,0.336645782220283,0.0250326491832616,0,0.215711447044232,0,0,0.00665921990181945
"GSE55457_GSM1337330",0.0424512593626289,0.0628914543352149,0.127150966998914,0.191570519326248,0,0,0,0.130937044488073,0,0,0,0.0140491568409537,0.0170362079844406,0.106713678663942,0.0503879013335049,0.126301046082322,0,0,0.130510764583757,0,0,0
"GSE55457_GSM1337331",0.0278648598604603,0,0,0,0.0709047594409945,0.0623494752487104,0,0.0372358162990863,0.0655093296158193,0.0335878170661047,0.0405677276451723,0,0.017435047495332,0,0.0513332589684239,0.364494480219026,0.00996119503480605,0,0.218756233106064,0,0,0
"GSE55457_GSM1337332",0.0513603709011879,0,0.0165492110732678,0,0,0.0651254890455782,0,0,0.0474859648012087,0,0.02188404201281,0.0103835350942382,0.229116044255653,0.0183048694962324,0.0237278641461781,0.351609655162566,0.00947197398832513,0,0.106002447592665,0,0,0.0489785324300898
"GSE55457_GSM1337333",0,0.025717788074369,0.106878652084076,0,0.0588009390124489,0.00817944411617744,0,0.01824024123209,0.0298181032320848,0.0331324458468068,0.0346564909125499,0,0.0768512510411255,0,0.053685228858722,0.334154547767339,0.0835528995546051,0,0.11956272169884,0,0,0.016769246568766
"GSE55457_GSM1337334",0.0395663582414087,0,0.018489400846896,0.0378035182154234,0,0.042306532416284,0,0.0502976853525786,0.0384168719377546,0,0.0763309790428626,0,0.05739777555292,0.0344810728580515,0.0467963125860906,0.289105146559023,0.00635611238360017,0,0.214700365762781,0,0,0.0479518682443249
"GSE55457_GSM1337335",0.0349464517396033,0,0,0.0916813932642325,0,0.0249092376736164,0,0.0264681012602786,0.0617214327918941,0,0.0555607533053562,0,0.0323896551150689,0.100696680753533,0.0325001720193419,0.309858840239122,0,0,0.229267281837953,0,0,0
"GSE55457_GSM1337336",0.00586886485368306,0,0.0209686459381073,0.00649233729501631,0,0.0888768136612073,0,0.0673426750202817,0.0320849727661968,0,0.0381845339514339,0,0.0760404436594762,0.158945133937605,0.0357584402653241,0.408351719056499,0,0,0,0.0379456769563188,0,0.0231397426388502
"GSE82107_GSM2183539",0.0887791778771685,0.0187694954338813,0,0.248655829891683,0,0,0.0249759461365991,0,0.0688878523216302,0.049681349861565,0.0403403157806526,0,0.140665424792381,0.0956136765331365,0.118466897196591,0.105164034174713,0,0,0,0,0,0
"GSE82107_GSM2183540",0.00842776941484067,0.0012639950132564,0.00463003038332479,0,0,0.0881870776189607,0,0.0224329432758533,0.0312560589004014,0.0274174770793187,0.0179789586550994,0,0.109953553881503,0.00464208926409664,0.0474638723315676,0.490054705618274,0.0151263349721615,0,0.131165133591342,0,0,0
"GSE82107_GSM2183541",0.0455704430742697,0,0.0986311943387133,0,0.0396542256838947,0.0217856477292424,0,0.142564632855158,0,0.0569853619619449,0,0.069134230441107,0.127301728049775,0.00793983612942543,0.127910766667512,0.146378582010153,0.0165674891142337,0,0.0623411921367569,0.0105944650775778,0.0186017845892512,0.00803842014098495
"GSE82107_GSM2183542",0.0209626278065336,0,0,0,0,0.167016151507427,0,0.0785429192794617,0.0418163293153909,0,0,0.0493348114438784,0.0700671946038873,0,0.0403109225085107,0.354806525192917,0.00508778715754504,0,0.11613620474597,0,0,0.0559185264384784
"GSE82107_GSM2183543",0,0.0405820342183319,0,0,0,0.100067945247618,0,0.013112287484097,0.00641161140008712,0,0.0692624871545873,0,0.138405627556614,0,0.0816122526604046,0.298902428224366,0.0424956949628464,0,0.194501487121215,0,0.0146461439698322,0
"GSE82107_GSM2183544",0.0373058330027084,0,0,0,0,0.085018679302742,0,0.0402069275529269,0.0208626177612441,0,0,0.0117056647744989,0.143820409999362,0,0.0399352901437015,0.380220047082786,0.00611662054545702,0,0.0205322148660492,0.107604897410894,0,0.10667079755763
"GSE82107_GSM2183545",0.109130630209592,0,0,0.011304371883956,0.00858040319293232,0.02023292951394,0,0.0198687334646275,0.0969869908582744,0,0.00562834989021796,0.0255475278788491,0.113560597248226,0,0.0428305270622717,0.395164712593759,0.0376679741299889,0,0.102156878921606,0,0.00573481029768855,0.00560456285407044
"GSE82107_GSM2183546",0.0660499335184547,0,0.15988481757172,0.138343420974331,0,0,0,0.034133019312324,0.062979722039164,0,0.0684154562327416,0,0.0909589184161433,0.0236576321847026,0.0514396119849638,0.128807022354225,0.0180538430081071,0,0.157276602403123,0,0,0
"GSE82107_GSM2183547",0,0.0443028072489568,0.00676175797590552,0.0141192346369437,0,0.0171744194807752,0,0.0562775428774951,0.021478598505095,0,0.0387198115014293,0.00227472804490706,0.0504287910806708,0.318204323761636,0.0318636516982858,0.271447707356127,0,0,0,0.09972127120483,0,0.0272253546269427
"GSE82107_GSM2183548",0.0510348594079113,0,0.0176828108163651,0,0,0.111993575476986,0,0.050606654593814,0.0527622759433555,0,0.023934599390918,0.0198446201236752,0.0942348731968583,0.272432183914134,0.00661972670331066,0.113968064828301,0,0,0,0.151884223566334,0.000158678346087426,0.0328428536919486
"GSE51588_GSM1248769",0.117047649244662,0,0,0.00139969948570068,0.0218561337652346,0,0.0141755778841538,0.045988598134531,0.0122840346032896,0.00262644335822298,0.0379079302792549,0,0.0966451823843982,0.145009489032234,0.0545466416596607,0.351947295060524,0.00903940041602635,0,0.082519864211074,0,0.00700606048103387,0
"GSE51588_GSM1248770",0.0388089844167752,0,0.0609854369823457,0.0785119913306253,0,0.0591790114815155,0,0.0519492537878101,0,0.040295684010066,0,0.0421351628624329,0.103934493372649,0,0.0327601999054562,0.301912040881866,0.0262258130516768,0,0,0.155740333109432,0.00756159480734886,0
"GSE51588_GSM1248771",0.0453306859126534,0,0.0977452494448946,0,0,0.109924801953012,0,0.0826934445666372,0,0.0220199327113808,0.0194995004333016,0.0434064877933798,0.10562918513931,0,0.0485511102012484,0.318555483504188,0.0062370604999876,0,0,0.0980866578008222,0.00232040003918417,0
"GSE51588_GSM1248772",0.0157164895807148,0,0.0740932488858106,0.0320350167360087,0,0,0,0.0558555501033064,0.022461654878254,0,0.0671353764702019,0.0244122566779135,0.122851926818742,0.101163836718456,0.0644054228353192,0.372676829823615,0,0,0.0471923904716584,0,0,0
"GSE51588_GSM1248773",0.0823766837308274,0,0,0.0045484283708666,0,0.0570930868256825,0,0.0436681302279301,0.0820874239081184,0,0.00533755866279764,0.0541801138675213,0.129077465700039,0.0207601540443117,0.101866072658619,0.174606766972168,0,0,0,0.244398115031119,0,0
"GSE51588_GSM1248774",0.0531948222895355,0,0.0652762911879342,0.0439769495255237,0,0.15833021108876,0,0.0328012832247222,0.0200519004195282,0,0.0786749175104972,0,0.0691404276747528,0.0106084866653109,0.0404814795686613,0.357899212806252,0.00562659354118253,0,0.0639374244973391,0,0,0
"GSE51588_GSM1248775",0.0549744316929862,0,0,0,0,0.0493098891327496,0,0.00592584157303836,0.0730920500841867,0,0.0258856973584528,0.0525936499182895,0.0919635245284907,0,0.0695655279054424,0.509409365109334,0.00741537708481852,0,0.0436143030634785,0,0,0.0162503425487328
"GSE51588_GSM1248776",0.0260282379449692,0,0,0,0.0679356446102276,0,0,0.0625323241810687,0.0904885706635401,0,0.13044874665439,0,0.347131401666005,0.133744810348517,0.0314170376350353,0.0242069181615405,0,0,0.0476351553873205,0,0,0.0384311527473861
"GSE51588_GSM1248777",0,0.0867495177735083,0.0759489157072622,0.0774333380077798,0.00189892141898647,0.0154737360036848,0,0.0280853842186662,0.117059028449569,0,0.146517705333266,0,0.0784889667761098,0,0.0664445488112553,0.22792709552772,0.0194302833496583,0,0.0585425586225332,0,0,0
"GSE51588_GSM1248778",0,0.110606102386661,0.0265635154435706,0,0,0.134346007488179,0,0.0253755744699927,0.10455248865034,0,0.195488115986079,0,0.163700599512983,0,0.111880807746004,0.0413958597264139,0.0102322313789698,0,0.074704829833531,0.00115386737727594,0,0
"GSE51588_GSM1248779",0.0216199439011876,0,0.039618030644672,0.0320905460616536,0,0.148229909574949,0,0.091600233136499,0.0270040988023859,0,0.169983454932725,0,0.110600685453057,0,0.0402595226429191,0.266114409968799,0.00706255601193205,0,0,0.0458166088692219,0,0
"GSE51588_GSM1248780",0.0841032733971827,0,0.031580459821653,0.138243025627436,0,0.0157844396011571,0,0.0524180982484891,0.0462006155413218,0,0.120760227437147,0,0.119891440734549,0,0.0636599116802106,0.262155423660951,0.0357372064355512,0,0.0243207340610484,0.00514514375330314,0,0
"GSE51588_GSM1248781",0.0337038789300585,0,0,0.125913101294949,0,0,0,0.111992753582943,0.0702522353626398,0,0.137118928633188,0,0.0451232386334238,0.135981571794956,0.0462074892412809,0.228122447044011,0.00208163727362016,0,0,0.063502718208929,0,0
"GSE51588_GSM1248782",0.0214876257553537,0,0,0.145816280885096,0,0.00956407069509094,0.0249705269583313,0.0725123073321074,0.0911881251376648,0,0.0248151297752379,0,0.151427449887344,0,0.140028323772423,0.286774286539735,0.0105191296770734,0,0.0208967435845426,0,0,0
"GSE51588_GSM1248783",0.128297249918124,0,0.0400274298158462,0.0611569483310134,0,0.000899123441266436,0.0646124776421726,0.0487747314949609,0.0418720014995924,0.0357646052414181,0.0523422325836123,0,0.0660049620821389,0.129039179366392,0.0311333924289217,0.28868919249054,0,0,0.0113864736640008,0,0,0
"GSE51588_GSM1248784",0.0522224360436071,0,0.0826485178869559,0.123054028595809,0,0,0,0.0179227193756293,0.0143232128272608,0,0.0632717598717471,0,0.282772715676334,0,0.0342528626016464,0.116408608851838,0,0,0,0.0954970698303821,0.0278222974971272,0.0898037709416638
"GSE51588_GSM1248785",0.0844130585904223,0,0.0318043172702722,0,0.0550291539869105,0.0118723736884989,0,0.0728844920748899,0.015838703033864,0,0.0769398032836049,0,0.0526915689358397,0.0683157509014989,0.0562749041245082,0.311253801679099,0.038976006328689,0,0.0146224629389958,0.109083603162907,0,0
"GSE51588_GSM1248786",0,0.0042175705414331,0,0.0314556953841118,0,0.165587602218687,0.00170744745533159,0.0965149869420881,0.0338937607066102,0,0.00983620540382117,0.0541928817611903,0.0777581151905861,0,0.149570534639811,0.298526267685544,0.0610683361093749,0,0,0,0,0.0156705959614115
"GSE51588_GSM1248787",0,0.0817026124111784,0,0.017373698966664,0,0.08341077187698,0,0,0.0990381160266415,0,0.155149616446369,0,0.106977015097984,0,0.0867139677072864,0.26476626981762,0.0306936583154588,0,0.0307048412258693,0.00184144996424385,0,0.0416279821437042
"GSE51588_GSM1248788",0.0134852807519843,0,0,0.0859869378380897,0,0,0,0.116097258261817,0.0121911887608003,0,0,0.0300012131090566,0.111126739690848,0.0439038761168052,0.115183423369596,0.325981309305564,0.0454702800584002,0,0,0.100572492737039,0,0
"GSE51588_GSM1248789",0,0.0354528629633792,0,0,0.00893870700793699,0.0298811316634432,0,0.0456119512599036,0,0,0,0.00888050210057682,0.0238535826048606,0.180897346701355,0.0450135009861759,0.234148966062895,0.0901391891008253,0,0.297182259548648,0,0,0
"GSE51588_GSM1248790",0.0239169298959489,0,0.0397766117986738,0.0118579077947408,0,0.12308972989065,0,0.0626754551068171,0.013673974944019,0,0,0,0.0626125033382118,0,0.0315228317179168,0.289616453494097,0.0142900778177695,0,0.279588682071527,0.0460552897570228,0,0.00132355237260565
"GSE51588_GSM1248791",0.109420113166815,0,0,0.0219791983071186,0,0.0798192724363263,0,0.0670960833715999,0.0533238124736894,0,0,0.0367682871838749,0.0449936221304172,0.0131273752606189,0.0161701831783781,0.219087590476656,0.0207163929599913,0,0.249802601880779,0.0676954671737349,0,0
"GSE51588_GSM1248792",0.0483604335880923,0,0,0.0512964756705412,0,0,0,0.0268243373197807,0.113194365234349,0,0.064228232205402,0,0.0469877318081735,0.0730395595520151,0.124955243570551,0.272803605266278,0.016180230981999,0,0.159130896973017,0,0,0.00299888782979997
"GSE51588_GSM1248793",0.0564006444960959,0,0,0.00410221556065725,0.0103481387454661,0.0702001883559393,0,0.0186532715402551,0.0462758198714306,0,0.0168637168460091,0.00432623685901615,0.0525292520736532,0.126647452655563,0.0443780416194571,0.311412515336267,0.0589985873731279,0,0.16328736157169,0,0,0.0155765570953726
"GSE51588_GSM1248794",0.0447196810283544,0,0,0.0343347419140019,0,0.178682788291728,0,0,0.0456467155153147,0,0.0886719221303717,0,0.00348786699651079,0.244871504910784,0.0280803105553827,0.244849668376675,0.00293318620011527,0,0.0592955282312087,0.0244260858495524,0,0
"GSE51588_GSM1248795",0.0252098769763638,0,0.0719948305704689,0.165316406942886,0,0.0368684589977466,0,0.0315220213317735,0.0890933074557839,0,0.0310296157037948,0.010432682619512,0.056935862822167,0.0261071918540264,0.0615818400989152,0.283526593509643,0.0548147110420884,0,0.0481548176237627,0.00741178245106754,0,0
"GSE51588_GSM1248796",0.0948209656156998,0,0,0.0180574468537134,0,0.0751042047514478,0,0,0.0815124288390087,0,0.113301164641096,0,0.0809719812460654,0.00499767122166212,0.0210139369594105,0.177958177231746,0,0,0.33226202264015,0,0,0
"GSE51588_GSM1248797",0.0560491857315811,0,0,0.0131741479108295,0,0,0,0.0339370040034753,0.0520631712257613,0,0.0249828962591168,0,0.032518500089294,0.145806091363787,0.0236566171915776,0.118555511606001,0.0599407064037386,0,0.439316168214839,0,0,0
"GSE51588_GSM1248798",0.0203265512804013,0.0168395778345529,0.0132746155154529,0.00894745020444088,0,0.0970682762110548,0.00927778219676227,0.0661605423279074,0.0380261393188632,0.0260542174716057,0,0.0318702285689767,0.054326033631278,0,0.0985130080559889,0.306167773964254,0.107660124314736,0.000262969582341023,0.0813378990216404,0.00563726941772285,0,0.0182495410820203
"GSE51588_GSM1248799",0.0934998811592112,0,0,0.133979898364086,0.0419409535245705,0,0,0.0772881066584284,0.0766557005588346,0,0.00479099271160108,0,0.0345161320436871,0.0122364356843937,0.0733071763927172,0.242241202117748,0.0432625324574414,0,0.16628098832728,0,0,0
"GSE51588_GSM1248800",0.00841406070615003,0,0.0346421591572937,0,0,0.0856437751231687,0,0.0790662135214684,0,0,0.00181405215764933,0,0.0298937587403971,0.033787707036333,0.0479576614105038,0.51636758125335,0.0420667740567774,0,0.120346256836908,0,0,0
"GSE51588_GSM1248801",0.0446277486420464,0,0,0,0.0468710204767476,0.106157699794733,0,0,0.0663462075670651,0,0.0455161677233741,0.0236835886810273,0.0871485166767589,0.282727834874754,0.0506248353795124,0.143748978266401,0.0118768946918687,0,0.070597581654714,0.0200729255709972,0,0
"GSE51588_GSM1248802",0,0.0282576703955829,0.00848194637390748,0.106654988335379,0,0,0,0.0932510602344169,0.00959047122522824,0,0,0.0294918472782418,0.0445823262770678,0.0206797394938377,0.0744636252616182,0.347502373612881,0.00583693238019288,0.0104129658126713,0.190321295502784,0,0,0.0304727578161914
"GSE51588_GSM1248803",0.101562489996601,0,0.0592960423547768,0.0728928015265683,0,0.0761952457866503,0.00437772297395572,0.0139269935087488,0.0384894927949347,0,0.00748792858287445,0,0.119431225281047,0.121134488517868,0.0365717174148409,0.236235395671415,0.0184935888891408,0,0.0939048667005796,0,0,0
"GSE51588_GSM1248804",0.107231653027345,0,0.0198721491753687,0,0,0.106617558659482,0,0.035992498831558,0.0597650692861396,0,0.0215122952899871,0,0,0.274026087997814,0.0407259154518038,0.207161193938689,0.0182882691069533,0,0.0889095260044073,0,0,0.0198977832304516
"GSE51588_GSM1248805",0.0177610998814556,0,0,0,0,0.0614154804135314,0,0.0120259013190403,0.00464310294709562,0.0016981353607765,0,0.00402364954041802,0.00170696597345847,0.0810806761923226,0.0194723360200135,0.290608340334058,0.0400632464778945,0.000502249980071168,0.464998815559864,0,0,0
"GSE51588_GSM1248806",0.00880283294299395,0,0,0,0,0.0592193102366531,0,0.0534373916985941,0.064018430570015,0.0201000266073863,0,0,0.0264444512500671,0.213220756828768,0.0626976128835025,0.205826760211767,0.124526502871012,0,0.161705923899241,0,0,0
"GSE51588_GSM1248807",0,0,0,0,0.0764928396160441,0.0373806466124143,0,0.00772708923441102,0.00691991646966562,0,0.0107453876825804,0,0.0405482258905594,0.239886371906117,0.0445881400862748,0.352087383981449,0.0827520750973372,0,0.075669817021206,0.0252021064019411,0,0
"GSE51588_GSM1248808",0.0843460990809984,0,0,0.0326738091592913,0,0,0,0.069366755470942,0.0629630744360281,0,0.0259277060048201,0,0.125441524029355,0.137144656897818,0.0459971656451873,0.148531122641536,0.00726372097444507,0,0.221441478966396,0.0119483758724239,0,0.0269545108207586
"GSE57218_GSM1380889",0.000333584681002526,0.0406992022429071,0.0181509583884715,0,0,0.0183220585815505,0.00833598207106993,0.0419786167905149,0.00411392099715915,0.0531003419723306,0.0191061179593362,0,0.07043378585866,0.222798777670247,0.0387683994215156,0.395386853606088,0,0,0.0623869645147122,0.0058330531100738,0,0.000251382134361376
"GSE57218_GSM1380891",0.0563796137316803,0,0.0613994571613696,0.150549473731433,0,0.0411675755735223,0,0.0204832810585187,0.0590974519411988,0,0,0.0407509390177588,0.319674224321082,0.017134975528077,0.0158929574008054,0.0695193984367674,0.0234702725767644,0,0.0368657589174631,0.056809857632891,0.0308047629706684,0
"GSE57218_GSM1380893",0.0316293756339067,0,0.0277126030154194,0.0380057287110618,0,0.00616653825944896,0,0,0.0627317404416931,0.0247053305878603,0,0.00294866960940785,0.0515491000965669,0.281892300213714,0.0457808811094798,0.341871247186485,0.00360707495928155,0,0.040722394533729,0.040677015641946,0,0
"GSE57218_GSM1380895",0.0561760477483702,0,0.0233823574497605,0.0925497105966559,0,0.145337861009883,0,0,0.0241577780474557,0,0.0129803497908727,0.0143609722480844,0.315571517768346,0.0700363377124656,0.0227738994693629,0.121830252251286,0.0114632971434331,0,0.0893796187640227,0,0,0
"GSE57218_GSM1380897",0.0384955150824429,0,0.0293509543391192,0.0367639032051121,0,0.056232038441308,0,0.013879111270914,0.105676050219063,0,0.0375995055225632,0.0158375742813364,0.27063857812893,0.0392245026865296,0.0535396991127391,0.187046262751257,0,0,0.115716304958686,0,0,0
"GSE57218_GSM1380899",0.0281801524658673,0.00828449560275185,0,0.0190211159131107,0,0.0812873535598762,0,0.0341438339536292,0.00172125491985028,0,0,0.0292991304633033,0.0447530619421659,0.0496444427000879,0.0185238629608333,0.54145174587267,0.00420816761136233,0,0,0.102387651728352,0,0.0370937303061403
"GSE57218_GSM1380901",0.0425039077347181,0,0.0259985987344794,0.018814299062328,0.0345764320593152,0.000899364529318661,0,0.0528110153231386,0.0549822622126457,0,0.0310620877688647,0.0343150569151589,0.227553507605653,0,0.0900469623482773,0.274745714571713,0.00345828274455176,0,0.0446463426394971,0.0531516173791909,0,0.0104345483711495
"GSE57218_GSM1380903",0.041144381188774,0,0.0125415024615378,0.0658658632320105,0,0.0370884997732828,0,0.0583237898713948,0.0332231130937497,0,0.0273086569900856,0,0.015077123535427,0.282807439707087,0.0162381168526869,0.390130574431246,0,0,0,0.0202509388627174,0,0
"GSE57218_GSM1380905",0.0598260667780845,0,0.0221169176186855,0.00266767474705589,0.0108255885919703,0.0348174161338061,0,0.0329676143560919,0.0240572026829395,0,0.0462139470203862,0,0.204744866388262,0,0.0757703469049438,0.366073366211853,0.0284678844332116,0,0.0866322098903626,0,0,0.00481889824234664
"GSE57218_GSM1380907",0.0515496920056213,0,0.00784786660411347,0.00724178611904172,0.0109086285709287,0.0101016991073158,0,0.0650676136937746,0.0593925329146024,0.000398225362529263,0,0.043088070840289,0.0395530044976512,0,0.0526080168203402,0.321736853914971,0,0,0.26161302343584,0,0,0.068892986112981
"GSE57218_GSM1380909",0.0173936709655581,0,0.0768510064704665,0.0346120113995904,0.00662849492213963,0.0398775554822167,0,0.0796674660115155,0.0204603071313869,0,0.0469682306366317,0,0.11448194264385,0,0.121264723570239,0.260956459857831,0.0489181941052379,0,0.131233503441585,0,0.000686433361751391,0
"GSE57218_GSM1380911",0.081435719991011,0,0.0331016848945348,0.00803232706741822,0.000930495111769769,0.081105617155265,0,0.0317740525698828,0.0948169296266314,0,0.0272163843382769,0.0116604674518333,0.212684235023667,0.0279822150583442,0.057088620671087,0.194571068795779,0.0175249633769568,0,0.113838875991887,0,0,0.006236342875656
"GSE57218_GSM1380913",0.0821683852686173,0,0.0859152855724501,0.0581568328495435,0,0.0170308839742446,0,0.0682665377864192,0.0805967307583435,0,0,0.0563884077922362,0.0624899935424493,0,0.0628505367495346,0.27244450116027,0.0190716528919103,0,0.076301040241663,0,0,0.0583192114123186
"GSE57218_GSM1380915",0.0522628215222805,0,0,0.00508942417496433,0,0.0357012022302324,0,0.0412902311650092,0.0221293735234679,0,0.0286913304694072,0,0.0537084598011275,0.203114787078183,0.0255071461348739,0.331271702496974,0,0,0,0.20123352140348,0,0
"GSE57218_GSM1380918",0.0852093404565529,0,0.0314585051276866,0,0,0.155309653696809,0,0.0079891436934558,0.0835398240230625,0,0.0163326844009735,0.0139815144832011,0.0981904198771844,0,0.0923631820884639,0.28022120427386,0.00296077050379772,0,0.105672676207742,0,0,0.0267710811672104
"GSE57218_GSM1380920",0.0966454306375089,0,0.0542288209986925,0,0.0209752269448991,0.130010664453114,0,0.0415511440242733,0.0393025911470036,0.0175777765148472,0.0267559539682811,0,0.0662988232083028,0,0.0685051863470253,0.230941312457817,0.0210947553048531,0,0.123256591690181,0,0.0159085150763018,0.0469472072268997
"GSE57218_GSM1380922",0.0616190831163872,0,0.0730603350467864,0,0,0.100013263660052,0,0.0567180088790085,0.0828431043930769,0,0.114804687446537,0,0.140834405226097,0,0.0640823331397875,0.220745142283321,0.00547199512203285,0,0.0725538742236605,0.00591638305845014,0,0.00133738440480259
"GSE57218_GSM1380924",0.0533925333290769,0,0.0345683959401674,0.132537539134361,0,0,0.00344442554489696,0.0181355389465444,0.0578742184196606,0,0.0446238861519307,0,0.118951745326288,0,0.0508271403978828,0.345053761247031,0.0772561558849877,0,0.037015748724936,0.0184835142937325,0.00783539665850362,0
"GSE57218_GSM1380926",0.0562829614646493,0,0.0247114202268814,0.07690459350434,0.073403536873728,0.00683086822306577,0,0.0399466046537227,0.0276592507139126,0,0.0756062634035186,0,0.214774660745992,0.00368053744735238,0.0571097473213294,0.205145551958084,0.0216927507579585,0,0.0970247654808207,0,0,0.0192264872246447
"GSE57218_GSM1380928",0.0450113017684705,0,0.0581507311197665,0,0.0482367036771559,0,0,0.127584644508543,0.0411177173041919,0,0.0426858670772649,0,0.082804325868373,0,0.0670468959697857,0.255845859968545,0.0711439885511465,0,0.112588934110179,0,0,0.0477830300765776
"GSE57218_GSM1380930",0.0359189399815574,0,0.027699793625855,0,0,0.150767592069092,0,0.129042432318522,0.0275094687742927,0.00197437702838861,0,0.0037238008802639,0.117508259023436,0,0.0799278304300769,0.259196146561037,0.017223859758228,0,0.130510064938152,0,0,0.0189974346110989
"GSE57218_GSM1380932",0.0672350787781865,0,0.0974667775703208,0,0.0525228301264634,0.0144258441219792,0,0.118520551367932,0.000529226390942336,0,0.0888298206476707,0.00480043647544148,0,0.15343521280486,0.106869640091743,0.179344810674937,0,0,0.072123616451092,0.0342423632700877,0,0.00965379122834272
"GSE57218_GSM1380934",0.0246138163673025,0,0.00436897438511575,0.0203644311038704,0.0765292503030208,0,0,0.0495391458887233,0.0644250981619941,0,0.0864049060975505,0,0.120824185610774,0.187336211767741,0.0553334416383196,0.200406142920498,0,0,0.0667222708200462,0.0199809714279843,0.0231511535070588,0
"GSE57218_GSM1380936",0.051081243884441,0,0.0356004413936383,0.0339035877534765,0,0,0,0.051384023227213,0.0483774509568531,0.0060116682759503,0,0.0112167654609037,0.0344364079943063,0.18785570504431,0.0487863151816749,0.400488474415655,0,0,0.0836984819086256,0,0,0.00715943450295204
"GSE57218_GSM1380938",0.0632802298885988,0,0.017538203734487,0,0,0.0793185812251327,0,0.0668286624360155,0.0348994878956329,0,0.107756143678795,0,0.204263956430097,0,0.0817772915684978,0.202705425129889,0.0487869241513032,0,0.092845093861551,0,0,0
"GSE57218_GSM1380940",0.0489598297667889,0,0.0229372422520737,0,0,0.227038087048988,0,0.0895293235950929,0,0.0117380857228847,0.013768516609484,0,0.0767819240248801,0,0.0521262765783658,0.326080585867304,0.00854763906793332,0,0.0973870633790793,0,0,0.0251054260871257
